Nr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
05/18/23 12:00,,,,,0.18,,,7.0000000000000007E-2,,0.22,1.415,0.16500000000000001,,0.06,,,,,,0.06,8.5000000000000006E-2,,,,,0.26,,,0.13
05/18/23 01:00,,,,,,,,0.09,,,1.44,0.16,,,,,0.06,,0.13,0.11,,,,,,0.17,0.1,,0.1
05/18/23 02:00,0.23,0.35,,,,,,0.1,,,1.4450000000000001,0.13,,,,,,,0.25,0.2,,,,,,0.215,0.12,,0.08
05/18/23 03:00,,,,,,,,0.08,,0.1,1.395,0.15,,,,,,,,0.105,,,,,,0.12,0.1,,0.19
05/18/23 04:00,,0.16,,,,,,7.4999999999999997E-2,,,1.365,0.12,,,,,,,,7.0000000000000007E-2,,,,,,0.23499999999999999,,,0.14499999999999999
05/18/23 05:00,,,0.2,,,,,0.08,,,1.355,0.155,,0.09,,,,0.46,,,,,,,,0.15,,,0.15
05/18/23 06:00,,,,,,,,8.5000000000000006E-2,,0.32,1.345,0.16,,,,,,0.41,,0.06,,,,,,0.21,,,0.14499999999999999
05/18/23 07:00,,,,,,,,8.5000000000000006E-2,,,1.36,0.17,,,,,,0.46,,0.06,,,,,,8.5000000000000006E-2,,,0.09
05/18/23 08:00,,,,,,,,8.5000000000000006E-2,,,1.325,0.18,,,,,0.06,0.44,,,,,,,,0.16,,,0.15
05/18/23 09:00,,,,,,0.41,,0.09,,,1.325,0.17,,,,,,0.44,,,,,,,,0.155,1.05,,0.11
05/18/23 10:00,,,,,,,,0.11,,0.06,1.38,0.185,0.11,7.0000000000000007E-2,,,,0.48,,,,,,,,0.14499999999999999,0.44,,0.17
05/18/23 11:00,0.23,,0.15,,,,,0.09,0.1,,1.405,0.22500000000000001,,,,,,0.45,,,,,,,,0.13,,,0.185
05/19/23 12:00,,,0.22500000000000001,,,,,,0.1,,1.415,0.22500000000000001,,,,,0.06,0.46500000000000002,,0.1,,,,,,0.13500000000000001,1.28,0.35,0.28499999999999998
05/19/23 01:00,0.2,,0.17,,,,,0.1,0.1,0.06,1.395,0.27500000000000002,,,,,,,,0.1,,,0.1,,,0.105,,,0.215
05/19/23 02:00,0.43,0.18,,,,,,,0.1,,1.375,0.27,,6.5000000000000002E-2,,,0.08,,,0.12,,,,0.18,0.08,0.2,0.11,0.49,0.13500000000000001
05/19/23 03:00,,,,,,,,,0.1,,1.4450000000000001,0.26,0.1,0.09,,,0.28999999999999998,0.46,,0.33,0.08,,,,0.12,0.55500000000000005,0.09,,7.4999999999999997E-2
05/19/23 04:00,0.22,,0.09,,,,,0.1,0.1,,1.5349999999999999,0.27500000000000002,0.25,0.20499999999999999,6.5000000000000002E-2,,0.46,,0.79,0.47499999999999998,0.115,,,,0.22,0.60499999999999998,0.09,0.28000000000000003,9.5000000000000001E-2
05/19/23 05:00,0.33,,0.15,,,,0.24,7.0000000000000007E-2,0.1,7.0000000000000007E-2,1.5,0.23499999999999999,0.14000000000000001,0.23,0.06,,0.49,,0.44,0.54500000000000004,0.125,,0.11,,0.12,0.77500000000000002,,,0.14000000000000001
05/19/23 06:00,,0.09,,,,,,,0.1,0.05,1.4350000000000001,0.22,,0.15,,,0.33500000000000002,0.54,,0.4,7.4999999999999997E-2,,,,0.11,0.37,0.28999999999999998,,0.12
05/19/23 07:00,,0.13,,,,,,,0.1,,1.44,0.19,0.11,0.115,,,0.19,0.54,,0.28499999999999998,6.5000000000000002E-2,,,,,0.26,0.4,,0.1
05/19/23 08:00,,,,,,,,9.5000000000000001E-2,,,1.5449999999999999,0.2,,0.125,,,0.19500000000000001,0.48499999999999999,0.16,0.33,7.4999999999999997E-2,,,,,0.52500000000000002,0.18,,8.5000000000000006E-2
05/19/23 09:00,0.25,,,,,,,9.5000000000000001E-2,,0.06,1.55,0.19,,0.16,,,,0.47,,0.36,0.1,,,,,0.64500000000000002,9.5000000000000001E-2,,0.09
05/19/23 10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/19/23 11:00,0.40500000000000003,,,,,,,8.5000000000000006E-2,,,1.44,0.18,,0.31,,,0.14000000000000001,0.44,,0.17,0.41499999999999998,,,,,0.14499999999999999,,,7.4999999999999997E-2
05/19/23 12:00,,,,,,,,8.5000000000000006E-2,,,1.415,0.16500000000000001,,,,,0.06,0.46,,0.1,0.15,,,,,0.15,,,0.06
05/19/23 01:00,0.22,,,,,,,9.5000000000000001E-2,,,1.41,0.185,,,,,,,,9.5000000000000001E-2,7.0000000000000007E-2,,,,,0.155,,,0.06
05/19/23 02:00,,,0.12,,,,,0.08,,,1.44,0.15,,,,,0.06,0.41,,8.5000000000000006E-2,,,,,,0.13500000000000001,,,0.16500000000000001
05/19/23 03:00,,,,,,,,0.105,,,1.415,0.19500000000000001,,7.0000000000000007E-2,,,0.08,0.435,,0.16500000000000001,,,,,,0.20499999999999999,0.06,,0.22
05/19/23 04:00,,,0.63,,,,,0.105,,,1.575,0.19,,0.1,,,0.15,0.46,,0.25,,,,,,0.36499999999999999,0.25,,8.5000000000000006E-2
05/19/23 05:00,,0.12,0.13,,,,,8.5000000000000006E-2,,,1.39,0.18,,,,,0.06,0.49,,7.4999999999999997E-2,,,,,,0.14000000000000001,0.19,,7.0000000000000007E-2
05/19/23 06:00,,,0.16,,,,,0.1,,,1.47,0.18,,,,,0.06,0.44,,6.5000000000000002E-2,,,,,,0.17,,,0.11
05/19/23 07:00,,,,,,,,0.11,,,1.43,0.215,,,,,,0.46,0.11,0.12,,,,,,0.16,,,7.4999999999999997E-2
05/19/23 08:00,0.11,,0.15,,,,,0.13500000000000001,,,1.5349999999999999,0.26,0.12,0.09,,,0.14000000000000001,0.48,,0.215,,,,,,0.29499999999999998,0.26,,0.105
05/19/23 09:00,0.14000000000000001,0.17,,,,,,0.155,0.3,6.5000000000000002E-2,1.645,0.35,,0.17,,,0.23499999999999999,0.48499999999999999,0.14000000000000001,0.375,7.0000000000000007E-2,,,,,0.74,9.5000000000000001E-2,,8.5000000000000006E-2
05/19/23 10:00,0.16,0.16,,,,,,0.16,,0.05,1.665,0.34499999999999997,,0.17,,,0.31,0.48,0.2,0.42,,,,,,0.82,7.0000000000000007E-2,,0.11
05/19/23 11:00,,,,,,,,0.13500000000000001,,,1.7549999999999999,0.33,0.08,0.27500000000000002,0.06,,0.35,0.45500000000000002,,0.48499999999999999,6.5000000000000002E-2,,,,,0.92,0.09,,0.08
05/20/23 12:00,0.11,,,,,,,0.13500000000000001,,,1.81,0.31,,0.30499999999999999,8.5000000000000006E-2,,0.46500000000000002,0.48,0.14000000000000001,0.61,0.105,,,,,1.135,0.18,,9.5000000000000001E-2
05/20/23 01:00,,0.13,,,,,,0.125,0.2,0.08,1.75,0.30499999999999999,0.12,0.315,0.06,,0.46500000000000002,0.46,,0.63500000000000001,0.13500000000000001,,,,,1.0249999999999999,0.26,,7.0000000000000007E-2
05/20/23 02:00,0.08,0.14000000000000001,0.17,,,,,0.115,,0.1,1.6950000000000001,0.28000000000000003,0.06,0.245,,0.37,0.44500000000000001,0.46,,0.53,0.125,,,,,0.82499999999999996,8.5000000000000006E-2,,9.5000000000000001E-2
05/20/23 03:00,0.43,,,,,,,0.105,0.1,0.06,1.635,0.23499999999999999,,0.2,0.06,,0.35,0.49,,0.42499999999999999,0.11,,,,,0.78500000000000003,0.17,,7.4999999999999997E-2
05/20/23 04:00,0.13,0.08,,,,,,0.1,,,1.665,0.23,,0.23,0.06,,0.35499999999999998,0.45500000000000002,,0.44,0.1,,,,,0.83499999999999996,0.09,,0.09
05/20/23 05:00,0.22,,0.13,,,,,0.1,,,1.64,0.24,,0.185,,,0.35,0.48,,0.43,0.13,,,,,0.75,0.15,,0.21
05/20/23 06:00,,,,,,,,9.5000000000000001E-2,,0.06,1.675,0.255,,0.20499999999999999,,,0.36,0.505,,0.48,0.13500000000000001,,,,,0.91,0.06,,0.09
05/20/23 07:00,0.14000000000000001,0.23,0.1,,0.17,,,0.115,,0.06,1.6850000000000001,0.26500000000000001,,0.185,0.1,,0.33500000000000002,0.47499999999999998,0.08,0.48499999999999999,0.125,,,,,0.86,0.09,,0.26
05/20/23 08:00,,0.09,,,,,,0.13,,,1.625,0.26,,0.155,,,0.24,0.49,,0.36,8.5000000000000006E-2,,,,,0.67500000000000004,,,0.09
05/20/23 09:00,0.11,,0.12,,,,,0.1,0.1,,1.56,0.255,,0.11,,,0.245,0.47499999999999998,,0.27500000000000002,0.06,,,,,0.48499999999999999,0.3,,0.1
05/20/23 10:00,0.22,,,,,,,0.14000000000000001,,,1.61,0.21,,0.11,,,0.23,,,0.26,,,,,,0.65,,,0.21
05/20/23 11:00,,,,,,,,0.11,,,1.54,0.16,,0.09,,,0.23,0.44,,0.31,0.53,,,,,0.51,,,0.06
05/20/23 12:00,,,,,,,,0.105,0.1,,1.54,0.18,,7.4999999999999997E-2,0.06,,0.22500000000000001,,,0.27,0.245,,,,,0.28999999999999998,0.28000000000000003,0.14000000000000001,
05/20/23 01:00,,,,,,,,,0.1,,1.58,0.2,,0.09,0.09,,0.215,,,0.23,0.12,,,0.13500000000000001,,0.23499999999999999,0.43,,7.0000000000000007E-2
05/20/23 02:00,,,,,,,,,0.1,,1.61,0.21,,0.105,0.06,,0.245,,,0.23,7.0000000000000007E-2,,,0.19500000000000001,,0.27,,,0.06
05/20/23 03:00,,,,,,,,,0.1,,1.55,0.17499999999999999,0.11,8.5000000000000006E-2,,,0.19,,,0.2,,,,0.14499999999999999,,0.4,,0.16,
05/20/23 04:00,,,,,,,,,0.1,,1.55,0.19500000000000001,,0.09,,,0.17499999999999999,,0.09,0.17499999999999999,,,,0.15,,0.26500000000000001,0.25,0.15,0.06
05/20/23 05:00,0.25,,,,,,,,0.2,,1.64,0.20499999999999999,,0.11,0.06,,0.21,,,0.23499999999999999,0.13,,,0.16500000000000001,,0.4,,0.21,6.5000000000000002E-2
05/20/23 06:00,,,,,,,,,0.2,,1.7350000000000001,0.22,,0.11,,,0.25,,,0.28000000000000003,0.08,,,0.19,,0.63500000000000001,,0.26,7.0000000000000007E-2
05/20/23 07:00,0.105,,,,,,,,0.2,0.12,1.7350000000000001,0.23499999999999999,,0.14000000000000001,0.06,,0.3,,,0.39,6.5000000000000002E-2,,,0.28000000000000003,,0.71499999999999997,0.15,0.31,0.13
05/20/23 08:00,0.13,0.09,,,,,,,0.3,,1.895,0.28999999999999998,0.1,0.3,,,0.48499999999999999,,0.12,0.66,0.125,,,,,1.24,0.12,0.39,9.5000000000000001E-2
05/20/23 09:00,0.105,0.12,,,,,,,0.3,,2.0550000000000002,0.35,0.11,0.39,0.12,,0.64,,0.28999999999999998,0.81499999999999995,0.17499999999999999,,,0.435,,1.47,,,0.125
05/20/23 10:00,9.5000000000000001E-2,0.14499999999999999,,,,,,,0.4,,2.08,0.43,0.13,0.42499999999999999,0.11,,0.70499999999999996,,0.33,0.83,0.125,,,0.47,,1.5149999999999999,9.5000000000000001E-2,,0.125
05/20/23 11:00,0.12,0.13,,,,0.52,,,0.4,,2.165,0.47499999999999998,0.1,0.39500000000000002,0.12,,0.63500000000000001,,0.34,0.745,0.14000000000000001,,,0.45500000000000002,,1.4750000000000001,9.5000000000000001E-2,,0.1
05/21/23 12:00,0.12,0.105,,,,,,,0.4,,2.08,0.47499999999999998,0.12,0.38,0.115,,0.57999999999999996,,,0.77,0.13,,,0.48,,1.49,0.155,,0.08
05/21/23 01:00,,0.11,,,,,,,0.4,,2.0699999999999998,0.51500000000000001,,0.32500000000000001,0.13,,0.57999999999999996,,,0.75,0.16,,,0.495,,1.43,0.115,,0.11
05/21/23 02:00,0.08,0.12,,,,,,,0.4,0.06,1.9950000000000001,0.48,,0.29499999999999998,0.1,,0.51500000000000001,,,0.66,0.11,,,0.505,,1.425,0.16,,0.12
05/21/23 03:00,0.1,0.12,0.14000000000000001,,,,0.14000000000000001,,0.4,,1.9350000000000001,0.495,,0.27,0.105,,0.5,,,0.59499999999999997,0.115,,,0.51500000000000001,,1.125,0.105,,0.13
05/21/23 04:00,0.16,0.17499999999999999,,,0.13,,,,0.4,,1.9650000000000001,0.49,0.09,0.24,0.12,,0.46,,0.28000000000000003,0.53500000000000003,9.5000000000000001E-2,,,0.53,,1.2350000000000001,0.09,0.63,0.105
05/21/23 05:00,0.13,0.18,,,,,,,0.3,,1.85,0.44,,0.21,0.12,,0.41,,,0.55000000000000004,0.09,,,0.51,,1.1499999999999999,0.1,,
05/21/23 06:00,,,,,,,,,0.3,,1.64,0.375,,0.13,9.5000000000000001E-2,,0.28999999999999998,,0.18,0.315,0.05,,,0.32,,0.76,0.08,,0.06
05/21/23 07:00,,,,,,,,,0.2,,1.62,0.35499999999999998,,0.17499999999999999,0.12,,0.41499999999999998,,0.1,0.375,9.5000000000000001E-2,,,0.28000000000000003,,0.56999999999999995,0.17499999999999999,0.28000000000000003,0.09
05/21/23 08:00,,,,,,,,,0.2,,1.575,0.28499999999999998,,0.12,0.09,,0.34499999999999997,,,0.255,9.5000000000000001E-2,,,0.245,,0.47,0.4,0.24,7.0000000000000007E-2
05/21/23 09:00,,,,,,,,,0.1,,1.4950000000000001,0.23499999999999999,,0.06,7.4999999999999997E-2,,0.17499999999999999,,,0.16,,,,0.16,,0.23,0.31,0.11,
05/21/23 10:00,,,,,,,,,0.1,,1.52,0.19,,,,,0.14000000000000001,,,0.13,,,,0.08,,0.13,,,
05/21/23 11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/21/23 12:00,,,,,,,,,0.1,,1.4650000000000001,0.16,,,0.06,,0.06,,,0.14000000000000001,0.32,,,,,0.09,0.77,,7.0000000000000007E-2
05/21/23 01:00,,,,,,,,,0.1,,1.48,0.17499999999999999,,,,,0.1,,,7.4999999999999997E-2,0.115,,,0.08,,0.155,,,
05/21/23 02:00,,,,,,,,0.08,,,1.425,0.15,,,,,,,,0.21,,,,,,0.13500000000000001,0.66,,
05/21/23 03:00,,,,,,,,0.1,,,1.425,0.16500000000000001,,,,,,,,7.0000000000000007E-2,,,,,,0.4,0.08,,0.08
05/21/23 04:00,,,,,,,,,,,1.41,0.115,,,,,0.05,,,0.09,,,,,,0.19,,,0.05
05/21/23 05:00,,,,,,,,0.1,,,1.43,0.14000000000000001,,,,,7.0000000000000007E-2,,,0.08,,,,,,0.115,,,7.0000000000000007E-2
05/21/23 06:00,0.09,,,,,,,,,,1.4350000000000001,0.15,,9.5000000000000001E-2,0.08,,0.1,,,0.09,,,,0.06,,0.1,,,
05/21/23 07:00,0.12,,,,,,,,0.1,,1.54,0.17,,0.13,,,0.15,,,0.17,,,,0.09,,0.3,,,0.08
05/21/23 08:00,0.15,,,,,,,,0.1,,1.61,0.185,,0.105,7.0000000000000007E-2,,0.18,,,0.22,,,,0.115,,0.37,0.30499999999999999,0.15,0.09
05/21/23 09:00,,,,,,,,,0.1,,1.575,0.245,,9.5000000000000001E-2,,,0.19,,,0.22500000000000001,,,,0.14000000000000001,,0.35,0.23,,0.08
05/21/23 10:00,0.21,0.09,,,,,,,0.2,,1.55,0.28000000000000003,,7.4999999999999997E-2,,,0.215,,,0.24,,,,0.155,,0.28999999999999998,0.23499999999999999,,0.1
05/21/23 11:00,,0.12,,,,,,,0.2,,1.59,0.315,,0.105,0.06,,0.32,,,0.33,0.08,,,0.22,,0.35,7.4999999999999997E-2,,0.1
05/22/23 12:00,0.26,0.22500000000000001,,,,,,0.05,0.2,,1.625,0.34,0.24,0.18,,,0.435,,,0.4,0.09,,,0.26,,0.56999999999999995,0.25,,
05/22/23 01:00,0.19,0.255,,,,,,,0.2,,1.63,0.35,,0.19,0.09,,0.47,,,0.42,0.11,,,0.3,,0.49,0.08,,0.13
05/22/23 02:00,0.22,0.22500000000000001,,,,,,,0.2,,1.635,0.37,0.09,0.18,0.1,,0.47499999999999998,,0.28999999999999998,0.41499999999999998,0.12,,,0.33500000000000002,,0.67500000000000004,0.1,,
05/22/23 03:00,0.125,0.17,,,0.11,,,,0.2,,1.65,0.36499999999999999,,0.155,0.09,,0.45,,,0.4,0.115,,,0.30499999999999999,,0.59,0.27500000000000002,,0.15
05/22/23 04:00,0.23499999999999999,0.26500000000000001,,,,,,,0.2,,1.665,0.36499999999999999,,0.17,0.11,,0.44,,,0.42,0.12,,,0.35,,0.79,0.12,,0.15
05/22/23 05:00,0.11,0.12,,,,,,,0.2,,1.6850000000000001,0.34499999999999997,0.14000000000000001,0.18,,,0.36499999999999999,,,0.35499999999999998,0.1,,,0.28999999999999998,,0.71,,,0.08
05/22/23 06:00,0.15,,,,,,,,0.2,,1.64,0.33,,0.125,0.09,,0.30499999999999999,,0.11,0.34,7.0000000000000007E-2,,,0.28999999999999998,,0.47,0.32,,
05/22/23 07:00,,,,,,,,0.16,0.2,,1.57,0.30499999999999999,,8.5000000000000006E-2,7.0000000000000007E-2,,0.24,,,0.27,0.06,,,0.27,,0.35499999999999998,7.0000000000000007E-2,,0.08
05/22/23 08:00,,,,,,,,,0.2,,1.585,0.28000000000000003,,0.24,0.08,,0.48,,0.09,0.315,0.09,,,0.26500000000000001,,0.41,0.06,0.28999999999999998,0.05
05/22/23 09:00,0.1,,,,,,,,0.1,,1.5149999999999999,0.23,,0.115,0.09,,0.27500000000000002,,0.21,0.16,,,,0.13,,0.18,,,
05/22/23 10:00,,,,,,,,0.12,0.1,,1.44,0.16500000000000001,,0.18,7.0000000000000007E-2,,6.5000000000000002E-2,,,0.08,0.1,,,,,0.19500000000000001,,,0.08
05/22/23 11:00,,,,,,,,,,,1.46,0.18,,,0.05,,7.0000000000000007E-2,,,0.09,,,,7.0000000000000007E-2,,0.25,,,0.11
05/22/23 12:00,0.1,,,,,,,,0.1,,1.44,0.16,,,,,0.06,,,0.24,0.47,,,0.08,,0.1,7.0000000000000007E-2,,0.06
05/22/23 01:00,0.14000000000000001,,,,,,,0.09,0.1,,1.46,0.16500000000000001,,,,,6.5000000000000002E-2,,,0.13500000000000001,0.16,,,,,0.115,0.66,,0.11
05/22/23 02:00,,,,,,,,0.13,0.1,,1.41,0.16,,,7.0000000000000007E-2,,8.5000000000000006E-2,,,0.09,8.5000000000000006E-2,,,7.4999999999999997E-2,,0.18,,,6.5000000000000002E-2
05/22/23 03:00,0.17,,,,,,,,0.1,,1.39,0.16500000000000001,,0.08,0.06,,6.5000000000000002E-2,,,0.09,,,,0.1,,0.115,,,7.0000000000000007E-2
05/22/23 04:00,,,,,,,,,0.1,,1.44,0.2,,,,,0.08,,,0.13,,,,0.05,,0.1,,,
05/22/23 05:00,0.09,,,,,,,,0.5,,1.48,0.19,0.08,,,,7.0000000000000007E-2,,0.19,0.09,,,,7.0000000000000007E-2,,0.11,0.26,,
05/22/23 06:00,,,,,,,,,0.1,,1.38,0.22500000000000001,,,,,0.105,,,0.105,7.0000000000000007E-2,,,,,0.08,0.08,,7.0000000000000007E-2
05/22/23 07:00,0.09,,,,,,,,0.1,,1.4750000000000001,0.23,,7.0000000000000007E-2,0.41,,0.21,,,0.17499999999999999,,,,,,0.16,0.105,,0.13
05/22/23 08:00,0.17,,,,,,,0.11,0.1,,1.5149999999999999,0.24,,0.19,,,0.16500000000000001,,,0.2,,,,,,0.19,0.25,0.13,0.13
05/22/23 09:00,0.28000000000000003,0.15,,,,,,,0.2,,1.5349999999999999,0.255,,7.4999999999999997E-2,0.36,,0.17499999999999999,,,0.22500000000000001,,,,,,0.28999999999999998,0.22500000000000001,,8.5000000000000006E-2
05/22/23 10:00,,0.09,,,,,,0.14000000000000001,0.1,,1.5649999999999999,0.27,,7.0000000000000007E-2,,,0.14000000000000001,,,0.19500000000000001,,,,0.11,,0.28000000000000003,0.1,,0.08
05/22/23 11:00,0.25,0.09,,,,,,,0.2,,1.5349999999999999,0.26,,,7.0000000000000007E-2,,0.13500000000000001,,,0.16500000000000001,,,,0.1,,0.19,0.28999999999999998,,0.09
05/23/23 12:00,,0.125,,,,,,8.5000000000000006E-2,0.1,0.06,1.5349999999999999,0.29499999999999998,,0.1,0.06,,0.20499999999999999,,,0.23499999999999999,,,,0.13,,0.28999999999999998,0.43,,
05/23/23 01:00,0.71,0.115,,,,,,,0.2,,1.61,0.29499999999999998,0.23,0.1,,,0.245,,,0.3,,,,0.17499999999999999,,0.41499999999999998,8.5000000000000006E-2,,0.16
05/23/23 02:00,0.12,0.155,,,,,,0.125,0.2,,1.575,0.32500000000000001,,0.11,0.15,,0.29499999999999998,,,0.315,0.13,,,,,0.495,,,8.5000000000000006E-2
05/23/23 03:00,0.125,0.155,,,,,,0.14000000000000001,0.2,,1.57,0.33,,0.14499999999999999,8.5000000000000006E-2,,0.34499999999999997,,,0.33,,,,0.24,,0.46,0.08,,0.08
05/23/23 04:00,0.125,0.15,,,,,,0.13,0.2,7.0000000000000007E-2,1.56,0.375,,0.105,0.09,,0.24,,0.17,0.28000000000000003,0.05,,,0.27,,0.55000000000000004,0.4,,0.11
05/23/23 05:00,0.17499999999999999,0.17,,,,,,,0.2,,1.585,0.38500000000000001,0.11,0.13500000000000001,0.09,,0.23,,,0.33500000000000002,7.0000000000000007E-2,,,0.28499999999999998,,0.71,0.06,,0.39
05/23/23 06:00,,0.1,,,,,,,0.2,0.06,1.63,0.375,,0.17499999999999999,7.4999999999999997E-2,,0.28999999999999998,,0.18,0.33500000000000002,,,,0.36,,0.56499999999999995,0.06,,
05/23/23 07:00,,,,,,,,,0.2,,1.52,0.26500000000000001,,0.09,0.08,,0.215,,0.12,0.24,,,,0.2,,0.41,9.5000000000000001E-2,,
05/23/23 08:00,,,,,,,,0.12,0.1,,1.53,0.245,,0.14000000000000001,,,0.17,,0.1,0.15,,,,,,0.29499999999999998,0.06,0.25,0.06
05/23/23 09:00,0.1,,,,,,,,0.1,,1.44,0.18,,0.06,0.23,,0.1,,,0.13,,,,0.09,,0.21,,,
05/23/23 10:00,,,,,,,,,0.1,,1.45,0.17,,,,,0.115,,,0.105,,,,7.4999999999999997E-2,,0.2,7.0000000000000007E-2,0.09,
05/23/23 11:00,0.24,,,,,,,,0.1,,1.43,0.2,,0.08,,,0.11,,,0.15,,,,7.0000000000000007E-2,,0.26,,,
05/23/23 12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/23/23 01:00,,,,,,,,,0.1,0.08,1.43,0.16,,0.125,,,0.105,,,0.21,0.35,,,0.08,,0.18,7.0000000000000007E-2,,
05/23/23 02:00,,,,,,,,,0.1,,1.4550000000000001,0.14499999999999999,,,0.06,,0.125,,,0.16,0.12,,,8.5000000000000006E-2,,0.17,0.21,,7.0000000000000007E-2
05/23/23 03:00,,,,,,,,,0.1,,1.415,0.17,,7.0000000000000007E-2,0.08,,8.5000000000000006E-2,,,0.16,0.06,,,7.0000000000000007E-2,,0.27,1.1599999999999999,0.08,0.06
05/23/23 04:00,,,,,,,,,,,1.33,0.155,,,,,0.14000000000000001,,,0.105,,,,,,0.14499999999999999,0.46500000000000002,,7.4999999999999997E-2
05/23/23 05:00,0.13500000000000001,,,,,,,,0.1,,1.49,0.19500000000000001,,0.105,6.5000000000000002E-2,,0.155,,,0.17,,,,9.5000000000000001E-2,,0.16500000000000001,,,7.0000000000000007E-2
05/23/23 06:00,0.13500000000000001,,,,,,,,0.1,,1.5349999999999999,0.20499999999999999,,0.15,0.08,,0.22500000000000001,,,0.20499999999999999,,,,0.14499999999999999,,0.215,,0.17,0.16500000000000001
05/23/23 07:00,0.26500000000000001,0.12,,,,,,0.12,0.1,,1.5,0.22500000000000001,,0.16500000000000001,,,0.25,,,0.20499999999999999,,,,0.15,,0.27,0.2,0.23,0.2
05/23/23 08:00,0.125,0.23499999999999999,,,,,,0.12,0.2,,1.5349999999999999,0.30499999999999999,,0.14000000000000001,,,0.245,,,0.22500000000000001,,,,0.16,,0.28499999999999998,0.20499999999999999,,0.13
05/23/23 09:00,0.22500000000000001,0.16,,,,,0.14000000000000001,,0.3,,1.645,0.42,,0.16,,,0.30499999999999999,,0.11,0.28499999999999998,7.0000000000000007E-2,,,0.19,,0.53,0.2,,
05/23/23 10:00,0.1,0.2,,,,,,,0.3,,1.585,0.42499999999999999,,0.16,,,0.28000000000000003,,,0.27,,,,0.2,,0.37,0.1,,0.125
05/23/23 11:00,0.12,0.155,,,,,,,0.5,,1.64,0.57499999999999996,,0.185,,,0.26500000000000001,,,0.28000000000000003,0.06,,,0.32,,0.55000000000000004,0.09,,0.19
05/24/23 12:00,0.14000000000000001,0.18,,,,,,,0.2,,1.5649999999999999,0.38500000000000001,,0.18,0.28999999999999998,,0.26,,,0.26500000000000001,,,,0.255,,0.60499999999999998,0.34499999999999997,,0.17
05/24/23 01:00,0.16500000000000001,0.185,,,,,,,0.3,,1.645,0.5,,0.16500000000000001,0.09,,0.27,,,0.28499999999999998,,,,0.25,,0.61499999999999999,0.31,,0.105
05/24/23 02:00,0.19,0.2,,,,,,,0.2,,1.55,0.45500000000000002,,0.185,0.06,,0.26,,,0.27500000000000002,,,,0.28999999999999998,,0.61,0.1,,7.4999999999999997E-2
05/24/23 03:00,0.15,0.16,,,,,,,0.3,,1.6,0.44,,0.17499999999999999,,,0.28499999999999998,,,0.27500000000000002,0.06,,,0.34,,0.61499999999999999,7.4999999999999997E-2,,7.0000000000000007E-2
05/24/23 04:00,,0.12,,,,,,,0.2,0.08,1.58,0.315,,0.14000000000000001,7.4999999999999997E-2,,0.26500000000000001,,,0.25,,,,0.28499999999999998,,0.46500000000000002,0.18,,0.06
05/24/23 05:00,,,,,,,,,0.2,,1.645,0.33500000000000002,,0.11,0.06,,0.29499999999999998,,,0.27,,,,0.36,,0.55000000000000004,0.09,,
05/24/23 06:00,,,,,,,,,0.2,,1.66,0.30499999999999999,,0.15,6.5000000000000002E-2,,0.23499999999999999,,0.16,0.28999999999999998,,,,0.26500000000000001,,0.77,0.19,,
05/24/23 07:00,0.16,,,,,,,,0.2,,1.59,0.28000000000000003,,0.16,,,0.245,,,0.31,,,,0.26,,0.51,0.27500000000000002,,0.06
05/24/23 08:00,,,,,,,,,0.2,,1.6,0.29499999999999998,,0.19500000000000001,7.0000000000000007E-2,,0.28499999999999998,,0.1,0.36499999999999999,,,,0.27,,0.74,7.0000000000000007E-2,0.31,6.5000000000000002E-2
05/24/23 09:00,0.22,,,,,,,0.14000000000000001,0.2,,1.62,0.28499999999999998,,0.21,,,0.255,,0.11,0.38500000000000001,,,,,,0.82499999999999996,0.27,0.34,7.4999999999999997E-2
05/24/23 10:00,,,,,,,,,0.2,,1.64,0.28000000000000003,,0.2,,,0.28000000000000003,,0.11,0.41,,,,0.31,,0.73499999999999999,,0.37,
05/24/23 11:00,0.1,,,,,,,0.14000000000000001,0.2,,1.56,0.26,,0.19500000000000001,6.5000000000000002E-2,,0.28000000000000003,,0.09,0.42499999999999999,0.13500000000000001,,2.04,,,0.89,0.16,0.32,7.0000000000000007E-2
05/24/23 12:00,,,,,,,,,0.2,,1.56,0.25,,0.17,0.08,,0.25,,,0.37,,,,0.27,,0.65,,0.28999999999999998,
05/24/23 01:00,,,,,,,,,0.2,,,,0.11,,,,,,0.32,,,,,,,,,0.32,
05/24/23 02:00,0.1,,,,,,,0.14000000000000001,0.1,,1.5349999999999999,0.215,,0.14000000000000001,,,0.2,,0.12,0.29499999999999998,0.19,,1.34,0.14000000000000001,,0.7,,0.2,
05/24/23 03:00,,,,,,,,,0.1,,1.51,0.19500000000000001,,0.1,,,0.14499999999999999,,0.09,0.26,9.5000000000000001E-2,,,0.2,,0.38500000000000001,0.41499999999999998,0.17,
05/24/23 04:00,,,,,,,,,0.1,,1.5,0.16500000000000001,,8.5000000000000006E-2,,,0.12,,,0.23499999999999999,,,,0.13,,0.32,,0.14000000000000001,
