Nr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
04/06/23 12:00,0.5,0.5,0.51,0.5,1.37,1.06,1.34,5.59,3.92,0.5,,0.5,0.5,0.5,0.5,1.32,1.98,2.48,1.8,0.5,1.2,2.94,1.87,1.63,3.09,1.34,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.1000000000000001,0.5,0.5,1.39,0.5,2.65,2.08,0.5,3.1,2.13,8.35,41.12,1.97,5.76,1.89,0.5,0.5,0.5,0.17,0.5,1.03,2.37,6.53,9.36,1.41
04/07/23 12:00,0.5,0.5,0.51,0.5,1.37,1.06,1.34,5.59,3.92,0.5,,0.5,0.5,0.5,0.5,1.32,1.98,2.48,1.8,0.5,1.2,2.94,1.87,1.63,3.09,1.34,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.1000000000000001,0.5,0.5,1.39,0.5,2.65,2.08,0.5,3.1,2.13,8.35,41.12,1.97,5.76,1.89,0.5,0.5,0.5,0.17,0.5,1.03,2.37,6.53,9.36,1.41
04/08/23 12:00,0.5,0.5,0.51,0.5,1.37,1.06,1.34,5.59,3.92,0.5,,0.5,0.5,0.5,0.5,1.32,1.98,2.48,1.8,0.5,1.2,2.94,1.87,1.63,3.09,1.34,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.1000000000000001,0.5,0.5,1.39,0.5,2.65,2.08,0.5,3.1,2.13,8.35,41.12,1.97,5.76,1.89,0.5,0.5,0.5,0.17,0.5,1.03,2.37,6.53,9.36,1.41
04/09/23 12:00,0.5,0.5,0.51,0.5,1.37,1.06,1.34,5.59,3.92,0.5,,0.5,0.5,0.5,0.5,1.32,1.98,2.48,1.8,0.5,1.2,2.94,1.87,1.63,3.09,1.34,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.1000000000000001,0.5,0.5,1.39,0.5,2.65,2.08,0.5,3.1,2.13,8.35,41.12,1.97,5.76,1.89,0.5,0.5,0.5,0.17,0.5,1.03,2.37,6.53,9.36,1.41
04/10/23 12:00,0.5,3.32,0.18,0.5,0.5,0.5,0.5,1.2,2.23,0.5,0.94,0.5,0.5,1.48,,1.1399999999999999,1.23,1.41,1.06,0.5,0.5,2.02,1.88,1.44,1.59,2.2000000000000002,0.5,0.5,0.5,0.5,0.5,1.33,0.5,0.5,0.5,0.5,1.46,1.42,0.5,1.82,1.51,0.5,1.27,1.3,5.88,1.78,1.68,1.59,3.53,0.5,1.1599999999999999,0.5,,1.1399999999999999,2.11,0.5,7.03,7.78,0.5
04/11/23 12:00,0.5,3.32,0.18,0.5,0.5,0.5,0.5,1.2,2.23,0.5,0.94,0.5,0.5,1.48,0.5,1.1399999999999999,1.23,1.41,1.06,0.5,0.5,2.02,1.88,1.44,1.59,2.2000000000000002,0.5,0.5,0.5,0.5,0.5,1.33,0.5,0.5,0.5,0.5,1.46,1.42,0.5,1.82,1.51,0.5,1.27,1.3,5.88,1.78,1.68,1.59,3.53,0.5,1.1599999999999999,0.5,,1.1399999999999999,2.11,0.5,7.03,7.78,0.5
04/12/23 12:00,0.5,3.32,0.18,0.5,0.5,0.5,0.5,1.2,2.23,0.5,0.94,0.5,0.5,1.48,0.5,1.1399999999999999,1.23,1.41,1.06,0.5,0.5,2.02,1.88,1.44,1.59,2.2000000000000002,0.5,0.5,0.5,0.5,0.5,1.33,0.5,0.5,0.5,0.5,1.46,1.42,0.5,1.82,1.51,0.5,1.27,1.3,5.88,1.78,1.68,1.59,3.53,0.5,1.1599999999999999,0.5,0.15,1.1399999999999999,2.11,0.5,7.03,7.78,0.5
04/13/23 12:00,0.5,3.32,0.18,0.5,0.5,0.5,0.5,1.2,2.23,0.5,0.94,0.5,0.5,1.48,0.5,1.1399999999999999,1.23,1.41,1.06,0.5,0.5,2.02,1.88,1.44,1.59,2.2000000000000002,0.5,0.5,0.5,0.5,0.5,1.33,0.5,0.5,0.5,0.5,1.46,1.42,0.5,1.82,1.51,0.5,1.27,1.3,5.88,1.78,1.68,1.59,3.53,0.5,1.1599999999999999,0.5,0.15,1.1399999999999999,2.11,0.5,7.03,7.78,0.5
04/14/23 12:00,0.5,3.32,0.18,0.5,0.5,0.5,0.5,1.2,2.23,0.5,0.94,0.5,0.5,1.48,0.5,1.1399999999999999,1.23,1.41,1.06,0.5,0.5,2.02,1.88,1.44,1.59,2.2000000000000002,0.5,0.5,0.5,0.5,0.5,1.33,0.5,0.5,0.5,0.5,1.46,1.42,0.5,1.82,1.51,0.5,1.27,1.3,5.88,1.78,1.68,1.59,,0.5,1.1599999999999999,0.5,0.15,1.1399999999999999,2.11,0.5,7.03,7.78,0.5
04/15/23 12:00,0.5,3.32,0.18,0.5,0.5,0.5,0.5,1.2,2.23,0.5,0.94,0.5,0.5,1.48,0.5,1.1399999999999999,1.23,1.41,1.06,0.5,0.5,2.02,1.88,1.44,1.59,2.2000000000000002,0.5,0.5,0.5,0.5,0.5,1.33,0.5,0.5,0.5,0.5,1.46,1.42,0.5,1.82,1.51,0.5,1.27,1.3,5.88,1.78,1.68,1.59,,0.5,1.1599999999999999,0.5,0.15,1.1399999999999999,2.11,0.5,7.03,7.78,0.5
04/16/23 12:00,0.5,3.32,0.18,0.5,0.5,0.5,0.5,1.2,2.23,0.5,0.94,0.5,0.5,1.48,0.5,1.1399999999999999,1.23,1.41,1.06,0.5,0.5,2.02,1.88,1.44,1.59,2.2000000000000002,0.5,0.5,0.5,0.5,0.5,1.33,0.5,0.5,0.5,0.5,1.46,1.42,0.5,1.82,1.51,0.5,1.27,1.3,5.88,1.78,1.68,1.59,3.53,0.5,1.1599999999999999,0.5,0.15,1.1399999999999999,2.11,0.5,7.03,7.78,0.5
04/17/23 12:00,0.5,1.2,0.33,0.5,1.05,0.5,0.5,0.5,3.11,0.5,0.41,0.5,0.5,0.5,0.5,2.39,1.57,2.94,1.71,0.5,0.5,1.94,2.81,1.22,1.18,2.48,0.5,0.5,0.5,0.5,2.82,0.5,0.5,0.5,1.1100000000000001,0.5,1.18,1.0900000000000001,1.1000000000000001,1.94,1.31,5.1100000000000003,1.81,0.5,0.5,3.49,1.9,1.61,2,0.5,0.5,0.5,0.12,0.5,0.5,1.33,6.93,8.26,0.5
04/18/23 12:00,0.5,1.2,0.33,0.5,1.05,0.5,0.5,0.5,3.11,0.5,0.41,0.5,0.5,0.5,0.5,2.39,1.57,2.94,1.71,0.5,0.5,1.94,2.81,1.22,1.18,2.48,0.5,0.5,0.5,0.5,2.82,0.5,0.5,0.5,1.1100000000000001,0.5,1.18,1.0900000000000001,1.1000000000000001,1.94,1.31,5.1100000000000003,1.81,0.5,0.5,3.49,1.9,1.61,,0.5,0.5,0.5,0.12,0.5,0.5,1.33,6.93,8.26,0.5
04/19/23 12:00,0.5,1.2,0.33,0.5,1.05,0.5,0.5,0.5,3.11,0.5,0.41,0.5,0.5,0.5,0.5,2.39,1.57,2.94,1.71,0.5,0.5,1.94,2.81,1.22,1.18,2.48,0.5,0.5,0.5,0.5,2.82,0.5,0.5,0.5,1.1100000000000001,0.5,1.18,1.0900000000000001,1.1000000000000001,1.94,1.31,5.1100000000000003,1.81,0.5,0.5,3.49,1.9,1.61,2,0.5,0.5,0.5,0.12,0.5,0.5,1.33,6.93,8.26,0.5
04/20/23 12:00,0.5,1.2,0.33,0.5,1.05,0.5,0.5,0.5,3.11,0.5,0.41,0.5,0.5,0.5,0.5,2.39,1.57,2.94,1.71,0.5,0.5,1.94,2.81,1.22,1.18,2.48,0.5,0.5,0.5,0.5,2.82,0.5,0.5,0.5,1.1100000000000001,0.5,1.18,1.0900000000000001,1.1000000000000001,1.94,1.31,5.1100000000000003,1.81,0.5,0.5,3.49,1.9,1.61,2,0.5,0.5,0.5,0.12,0.5,0.5,1.33,6.93,8.26,0.5
04/21/23 12:00,0.5,1.2,0.33,0.5,1.05,0.5,0.5,0.5,3.11,0.5,0.41,0.5,0.5,0.5,0.5,2.39,1.57,2.94,1.71,0.5,0.5,1.94,2.81,1.22,1.18,2.48,0.5,0.5,0.5,0.5,2.82,0.5,0.5,0.5,1.1100000000000001,0.5,1.18,1.0900000000000001,1.1000000000000001,1.94,1.31,5.1100000000000003,1.81,0.5,0.5,3.49,1.9,1.61,2,0.5,0.5,0.5,0.12,0.5,0.5,1.33,6.93,8.26,0.5
04/22/23 12:00,0.5,1.2,0.33,0.5,1.05,0.5,0.5,0.5,3.11,0.5,0.41,0.5,0.5,0.5,0.5,2.39,1.57,2.94,1.71,0.5,0.5,1.94,2.81,1.22,1.18,2.48,0.5,0.5,0.5,0.5,2.82,0.5,0.5,0.5,1.1100000000000001,0.5,1.18,1.0900000000000001,1.1000000000000001,1.94,1.31,5.1100000000000003,1.81,0.5,0.5,3.49,1.9,1.61,2,0.5,0.5,0.5,0.12,0.5,0.5,1.33,6.93,8.26,0.5
04/23/23 12:00,0.5,1.2,0.33,0.5,1.05,0.5,0.5,0.5,3.11,0.5,0.41,0.5,0.5,0.5,0.5,2.39,1.57,2.94,1.71,0.5,0.5,1.94,2.81,1.22,1.18,2.48,0.5,0.5,0.5,0.5,2.82,0.5,0.5,0.5,1.1100000000000001,0.5,1.18,1.0900000000000001,1.1000000000000001,1.94,1.31,5.1100000000000003,1.81,0.5,0.5,3.49,1.9,1.61,2,0.5,0.5,0.5,0.12,0.5,0.5,1.33,6.93,8.26,0.5
04/24/23 12:00,1.22,0.5,0.18,0.5,0.5,0.5,1.1200000000000001,0.5,1.89,1.31,0.15,0.5,0.5,0.5,0.5,1.36,1.36,1.87,1.34,0.5,0.5,2.2599999999999998,1.88,0.5,0.5,1.44,0.5,0.5,0.5,0.5,1.0900000000000001,0.5,0.5,1.04,1.02,0.5,1.1100000000000001,0.5,0.5,2.5299999999999998,3.55,4.43,1.52,2.38,0.5,1.21,3.65,1.21,3.87,0.5,0.5,0.5,0.32,1.53,2.17,0.5,5.43,7.01,1.1000000000000001
04/25/23 12:00,1.22,0.5,0.18,0.5,0.5,0.5,1.1200000000000001,0.5,1.89,1.31,0.15,0.5,0.5,0.5,0.5,1.36,1.36,1.87,1.34,0.5,0.5,2.2599999999999998,1.88,0.5,0.5,1.44,0.5,0.5,0.5,0.5,1.0900000000000001,0.5,0.5,1.04,1.02,0.5,1.1100000000000001,0.5,0.5,2.5299999999999998,3.55,4.43,1.52,2.38,0.5,1.21,3.65,1.21,3.87,0.5,0.5,0.5,0.32,1.53,2.17,,5.43,7.01,1.1000000000000001
04/26/23 12:00,1.22,0.5,0.18,0.5,0.5,0.5,1.1200000000000001,0.5,1.89,1.31,0.15,0.5,0.5,0.5,0.5,1.36,1.36,1.87,1.34,0.5,0.5,2.2599999999999998,1.88,0.5,0.5,1.44,0.5,0.5,0.5,0.5,1.0900000000000001,0.5,0.5,1.04,1.02,0.5,1.1100000000000001,0.5,0.5,2.5299999999999998,3.55,4.43,1.52,2.38,0.5,1.21,3.65,1.21,,0.5,0.5,0.5,0.32,1.53,2.17,,5.43,7.01,1.1000000000000001
04/27/23 12:00,1.22,0.5,0.18,0.5,0.5,0.5,1.1200000000000001,0.5,1.89,1.31,0.15,0.5,0.5,0.5,0.5,1.36,1.36,1.87,1.34,0.5,0.5,2.2599999999999998,1.88,0.5,0.5,1.44,0.5,0.5,0.5,0.5,1.0900000000000001,0.5,0.5,1.04,1.02,0.5,1.1100000000000001,0.5,0.5,2.5299999999999998,3.55,4.43,1.52,2.38,0.5,1.21,3.65,1.21,,0.5,0.5,0.5,0.32,1.53,2.17,0.5,5.43,7.01,1.1000000000000001
04/28/23 12:00,1.22,0.5,0.18,0.5,0.5,0.5,1.1200000000000001,0.5,1.89,1.31,0.15,0.5,0.5,0.5,0.5,1.36,1.36,1.87,1.34,0.5,0.5,2.2599999999999998,1.88,0.5,0.5,1.44,0.5,0.5,0.5,0.5,1.0900000000000001,0.5,0.5,1.04,1.02,0.5,1.1100000000000001,0.5,0.5,2.5299999999999998,3.55,4.43,1.52,2.38,0.5,1.21,3.65,1.21,,0.5,0.5,0.5,0.32,1.53,2.17,0.5,5.43,7.01,1.1000000000000001
04/29/23 12:00,1.22,0.5,0.18,0.5,0.5,0.5,1.1200000000000001,0.5,1.89,1.31,0.15,0.5,0.5,0.5,0.5,1.36,1.36,1.87,1.34,0.5,0.5,2.2599999999999998,1.88,0.5,0.5,1.44,0.5,0.5,0.5,0.5,1.0900000000000001,0.5,0.5,1.04,1.02,0.5,1.1100000000000001,0.5,0.5,2.5299999999999998,3.55,4.43,1.52,2.38,0.5,1.21,3.65,1.21,3.87,0.5,0.5,0.5,0.32,1.53,2.17,0.5,5.43,7.01,1.1000000000000001
04/30/23 12:00,1.22,0.5,0.18,0.5,0.5,0.5,1.1200000000000001,0.5,1.89,1.31,0.15,0.5,0.5,0.5,0.5,1.36,1.36,1.87,1.34,0.5,0.5,2.2599999999999998,1.88,0.5,0.5,1.44,0.5,0.5,0.5,0.5,1.0900000000000001,0.5,0.5,1.04,1.02,0.5,1.1100000000000001,0.5,0.5,2.5299999999999998,3.55,4.43,1.52,2.38,0.5,1.21,3.65,1.21,3.87,0.5,0.5,0.5,0.32,1.53,2.17,0.5,5.43,7.01,1.1000000000000001
05/01/23 12:00,0.5,1.26,1.1100000000000001,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.13,0.5,0.5,0.5,0.5,3.56,0.5,0.5,0.5,0.5,1.21,1.0900000000000001,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.83,0.5,0.5,0.5,0.5,0.5,1.26,0.5,2.16,0.5,1.27,1.9,4.5599999999999996,2.59,0.5,7.03,4.29,4.2300000000000004,0.5,0.5,0.5,0.28999999999999998,1.18,0.5,2.65,5.69,1.51,1.25
05/02/23 12:00,0.5,1.26,1.1100000000000001,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.13,0.5,0.5,0.5,0.5,3.56,0.5,0.5,0.5,0.5,1.21,1.0900000000000001,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.83,0.5,0.5,0.5,0.5,0.5,1.26,0.5,2.16,0.5,1.27,1.9,4.5599999999999996,2.59,0.5,7.03,4.29,4.2300000000000004,0.5,0.5,0.5,0.28999999999999998,1.18,0.5,2.65,5.69,1.51,1.25
05/03/23 12:00,0.5,1.26,1.1100000000000001,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.13,0.5,0.5,0.5,0.5,3.56,0.5,0.5,0.5,0.5,1.21,1.0900000000000001,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.83,0.5,0.5,0.5,0.5,0.5,1.26,0.5,2.16,0.5,1.27,1.9,4.5599999999999996,2.59,0.5,7.03,4.29,4.2300000000000004,0.5,0.5,0.5,0.28999999999999998,1.18,0.5,2.65,5.69,1.51,1.25
05/04/23 12:00,0.5,1.26,1.1100000000000001,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.13,0.5,0.5,0.5,0.5,3.56,0.5,0.5,0.5,0.5,1.21,1.0900000000000001,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.83,0.5,0.5,0.5,0.5,0.5,1.26,0.5,2.16,0.5,1.27,1.9,4.5599999999999996,2.59,0.5,7.03,4.29,4.2300000000000004,0.5,0.5,0.5,0.28999999999999998,1.18,0.5,2.65,5.69,1.51,1.25
05/05/23 12:00,0.5,1.26,1.1100000000000001,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.13,0.5,0.5,0.5,0.5,3.56,0.5,0.5,0.5,0.5,1.21,1.0900000000000001,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.83,0.5,,0.5,0.5,0.5,1.26,0.5,2.16,0.5,1.27,1.9,4.5599999999999996,2.59,0.5,7.03,4.29,4.2300000000000004,0.5,0.5,0.5,0.28999999999999998,1.18,0.5,2.65,5.69,1.51,1.25
05/06/23 12:00,0.5,1.26,1.1100000000000001,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.13,0.5,0.5,0.5,0.5,3.56,0.5,0.5,0.5,0.5,1.21,1.0900000000000001,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.83,0.5,0.5,0.5,0.5,0.5,1.26,0.5,2.16,0.5,1.27,1.9,4.5599999999999996,2.59,0.5,7.03,4.29,4.2300000000000004,0.5,0.5,0.5,0.28999999999999998,1.18,0.5,2.65,5.69,1.51,1.25
05/07/23 12:00,0.5,1.26,1.1100000000000001,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.13,0.5,0.5,0.5,0.5,3.56,0.5,0.5,0.5,0.5,1.21,1.0900000000000001,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.83,0.5,0.5,0.5,0.5,0.5,1.26,0.5,2.16,0.5,1.27,1.9,4.5599999999999996,2.59,0.5,7.03,4.29,4.2300000000000004,0.5,0.5,0.5,0.28999999999999998,1.18,0.5,2.65,5.69,1.51,1.25
05/08/23 12:00,0.5,0.5,0.82,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.12,0.5,0.5,0.5,0.5,1.62,1.03,0.5,0.5,0.5,1.34,1.1100000000000001,1.4,0.5,1.04,0.5,0.5,1,0.5,0.5,0.5,0.5,,0.5,1,1.03,1.1000000000000001,2.62,1.4,3,1.28,2.4300000000000002,5.96,4.68,6.34,2.83,9.2899999999999991,1.79,2.64,0.5,0.5,0.5,0.4,2.2799999999999998,,0.5,2.29,1.65,1.31
05/09/23 12:00,0.5,0.5,0.82,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.12,0.5,0.5,0.5,0.5,1.62,1.03,0.5,0.5,0.5,1.34,1.1100000000000001,1.4,0.5,1.04,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1,1.03,1.1000000000000001,2.62,1.4,3,1.28,2.4300000000000002,5.96,4.68,6.34,2.83,9.2899999999999991,1.79,2.64,0.5,0.5,0.5,0.4,2.2799999999999998,,0.5,2.29,1.65,1.31
05/10/23 12:00,0.5,0.5,0.82,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.12,0.5,0.5,0.5,0.5,1.62,1.03,0.5,0.5,0.5,1.34,1.1100000000000001,1.4,0.5,1.04,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1,1.03,1.1000000000000001,2.62,1.4,3,1.28,2.4300000000000002,5.96,4.68,6.34,2.83,9.2899999999999991,1.79,2.64,0.5,0.5,0.5,0.4,2.2799999999999998,,0.5,2.29,1.65,1.31
05/11/23 12:00,0.5,0.5,0.82,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.12,0.5,0.5,0.5,0.5,1.62,1.03,0.5,0.5,0.5,1.34,1.1100000000000001,1.4,0.5,1.04,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,,1,1.03,1.1000000000000001,2.62,1.4,3,1.28,2.4300000000000002,5.96,4.68,6.34,2.83,9.2899999999999991,1.79,2.64,0.5,0.5,0.5,0.4,2.2799999999999998,,0.5,2.29,1.65,1.31
05/12/23 12:00,0.5,0.5,0.82,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.12,0.5,0.5,0.5,0.5,1.62,1.03,0.5,0.5,0.5,1.34,1.1100000000000001,1.4,0.5,1.04,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1,1.03,1.1000000000000001,2.62,1.4,3,1.28,2.4300000000000002,5.96,4.68,,2.83,9.2899999999999991,1.79,2.64,0.5,0.5,0.5,0.4,2.2799999999999998,,0.5,2.29,1.65,1.31
05/13/23 12:00,0.5,0.5,0.82,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.12,0.5,0.5,0.5,0.5,1.62,1.03,0.5,0.5,0.5,1.34,1.1100000000000001,1.4,0.5,1.04,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1,1.03,1.1000000000000001,2.62,1.4,3,1.28,2.4300000000000002,5.96,4.68,,2.83,9.2899999999999991,1.79,2.64,0.5,0.5,0.5,0.4,2.2799999999999998,,0.5,2.29,1.65,1.31
05/14/23 12:00,0.5,0.5,0.82,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.12,0.5,0.5,0.5,0.5,1.62,1.03,0.5,0.5,0.5,1.34,1.1100000000000001,1.4,0.5,1.04,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1,1.03,1.1000000000000001,2.62,1.4,3,1.28,2.4300000000000002,5.96,4.68,,2.83,9.2899999999999991,1.79,2.64,0.5,0.5,0.5,0.4,2.2799999999999998,,0.5,2.29,1.65,1.31
05/15/23 12:00,0.5,0.5,0.41,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,3.89,1.24,0.5,1.5,0.5,0.5,0.5,0.5,0.5,1.8,0.5,1.26,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.2999999999999998,1.2,2.0099999999999998,0.5,4.0599999999999996,11.63,14.7,,0.5,1.28,4.04,2.06,0.5,0.5,0.5,7.0000000000000007E-2,0.5,,0.5,2.12,1.37,0.5
05/16/23 12:00,0.5,0.5,0.41,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,3.89,1.24,0.5,1.5,0.5,0.5,0.5,0.5,0.5,1.8,0.5,1.26,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.2999999999999998,1.2,2.0099999999999998,0.5,4.0599999999999996,11.63,14.7,1.37,0.5,1.28,4.04,2.06,0.5,0.5,0.5,7.0000000000000007E-2,0.5,,0.5,2.12,1.37,0.5
05/17/23 12:00,0.5,0.5,0.41,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,3.89,1.24,0.5,1.5,0.5,0.5,0.5,0.5,0.5,1.8,0.5,1.26,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.2999999999999998,1.2,2.0099999999999998,0.5,,11.63,14.7,1.37,0.5,1.28,4.04,2.06,0.5,0.5,0.5,7.0000000000000007E-2,0.5,,0.5,2.12,1.37,0.5
05/18/23 12:00,0.5,0.5,0.41,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,3.89,1.24,0.5,1.5,0.5,0.5,0.5,0.5,0.5,1.8,0.5,1.26,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.2999999999999998,1.2,2.0099999999999998,0.5,,11.63,14.7,1.37,0.5,1.28,4.04,2.06,0.5,0.5,0.5,7.0000000000000007E-2,0.5,,0.5,2.12,1.37,0.5
05/19/23 12:00,0.5,0.5,0.41,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,3.89,1.24,0.5,1.5,0.5,0.5,0.5,0.5,0.5,1.8,0.5,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.2999999999999998,1.2,2.0099999999999998,0.5,4.0599999999999996,11.63,14.7,1.37,0.5,1.28,4.04,2.06,0.5,0.5,0.5,7.0000000000000007E-2,0.5,,0.5,2.12,1.37,0.5
05/20/23 12:00,0.5,0.5,0.41,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,3.89,1.24,0.5,1.5,0.5,0.5,0.5,0.5,0.5,1.8,0.5,1.26,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.2999999999999998,1.2,2.0099999999999998,0.5,4.0599999999999996,11.63,14.7,1.37,0.5,1.28,4.04,2.06,0.5,0.5,0.5,7.0000000000000007E-2,0.5,,0.5,2.12,1.37,0.5
05/21/23 12:00,0.5,0.5,0.41,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,3.89,1.24,0.5,1.5,0.5,0.5,0.5,0.5,0.5,1.8,0.5,1.26,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.2999999999999998,1.2,2.0099999999999998,0.5,4.0599999999999996,11.63,14.7,1.37,0.5,1.28,4.04,2.06,0.5,0.5,0.5,7.0000000000000007E-2,0.5,,0.5,2.12,1.37,0.5
05/22/23 12:00,0.5,0.5,0.54,0.5,0.5,0.5,1.02,0.5,0.5,0.5,0.22,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.33,0.5,1.56,0.5,1.56,0.5,0.5,0.5,0.5,0.5,2.21,0.5,0.5,0.5,0.5,1.0900000000000001,1.2,1.62,1.4,2.06,2.52,2.9,3.64,1.57,1.62,,3.31,12.92,,0.5,0.5,0.5,0.1,0.5,,0.5,1.24,1.66,1.1000000000000001
05/23/23 12:00,0.5,0.5,0.54,0.5,0.5,0.5,1.02,0.5,0.5,0.5,0.22,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.33,0.5,1.56,0.5,1.56,0.5,0.5,0.5,0.5,0.5,2.21,0.5,0.5,0.5,0.5,1.0900000000000001,1.2,1.62,1.4,2.06,2.52,2.9,3.64,1.57,1.62,10.72,3.31,12.92,,0.5,0.5,0.5,0.1,0.5,,0.5,1.24,1.66,1.1000000000000001
05/24/23 12:00,0.5,0.5,0.54,0.5,0.5,0.5,1.02,0.5,0.5,0.5,0.22,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.33,0.5,1.56,0.5,1.56,0.5,0.5,0.5,0.5,0.5,2.21,0.5,0.5,0.5,0.5,1.0900000000000001,1.2,1.62,1.4,2.06,2.52,2.9,3.64,1.57,1.62,10.72,3.31,12.92,,0.5,0.5,0.5,0.1,0.5,,0.5,1.24,1.66,1.1000000000000001
05/25/23 12:00,0.5,0.5,0.54,0.5,0.5,0.5,1.02,0.5,0.5,0.5,0.22,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.33,0.5,1.56,0.5,1.56,0.5,0.5,0.5,0.5,0.5,2.21,0.5,0.5,0.5,0.5,1.0900000000000001,1.2,1.62,1.4,2.06,2.52,2.9,3.64,1.57,1.62,10.72,3.31,12.92,,0.5,0.5,0.5,0.1,0.5,,0.5,1.24,1.66,1.1000000000000001
05/26/23 12:00,0.5,0.5,0.54,0.5,0.5,0.5,1.02,0.5,0.5,0.5,0.22,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.33,0.5,1.56,0.5,1.56,0.5,0.5,0.5,0.5,0.5,2.21,0.5,0.5,0.5,0.5,1.0900000000000001,1.2,1.62,1.4,2.06,2.52,2.9,3.64,1.57,1.62,10.72,3.31,12.92,,0.5,0.5,0.5,0.1,0.5,,0.5,1.24,1.66,1.1000000000000001
05/27/23 12:00,0.5,0.5,0.54,0.5,0.5,0.5,1.02,0.5,0.5,0.5,0.22,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.33,0.5,1.56,0.5,1.56,0.5,0.5,0.5,0.5,0.5,2.21,0.5,0.5,0.5,0.5,1.0900000000000001,1.2,1.62,1.4,2.06,2.52,2.9,3.64,1.57,1.62,10.72,3.31,12.92,,0.5,0.5,0.5,0.1,0.5,,0.5,1.24,1.66,1.1000000000000001
