Nr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
07/17/23 12:00,2.1999999999999999E-2,1.0999999999999999E-2,0.22900000000000001,1.2999999999999999E-2,7.0000000000000001E-3,6.3E-2,0.39300000000000002,0.153,3.0539999999999998,1.107,6.0999999999999999E-2,4.1000000000000002E-2,,2.4E-2,7.0000000000000001E-3,0.106,0.11799999999999999,0.30199999999999999,,0.996,0.1,4.0000000000000001E-3,,7.8E-2,6.0000000000000001E-3,8.9999999999999993E-3,0.35299999999999998,9.7000000000000003E-2,,1.33,0.29299999999999998,1.4999999999999999E-2,0.27,3.4000000000000002E-2,1.5E-3,0.01,0.57099999999999995,9.6000000000000002E-2,4.1399999999999997,1.393,2.8000000000000001E-2,1E-3,0.09,1E-3,4.0000000000000001E-3,9.1999999999999998E-2,0.38300000000000001,0.17399999999999999,1.46,0.71699999999999997
07/18/23 12:00,2.1999999999999999E-2,1.0999999999999999E-2,,1.2999999999999999E-2,7.0000000000000001E-3,6.3E-2,0.39300000000000002,0.153,,1.107,6.0999999999999999E-2,4.1000000000000002E-2,1.2999999999999999E-4,2.4E-2,7.0000000000000001E-3,0.106,0.11799999999999999,0.30199999999999999,1.45,0.996,0.1,4.0000000000000001E-3,0.22,7.8E-2,6.0000000000000001E-3,8.9999999999999993E-3,0.35299999999999998,9.7000000000000003E-2,2.69,1.33,0.29299999999999998,1.4999999999999999E-2,,3.4000000000000002E-2,1.5E-3,0.01,0.57099999999999995,9.6000000000000002E-2,,1.393,2.8000000000000001E-2,1E-3,0.08,1E-3,4.0000000000000001E-3,9.1999999999999998E-2,0.38300000000000001,0.17399999999999999,1.57,0.71699999999999997
07/19/23 12:00,2.1999999999999999E-2,1.0999999999999999E-2,0.17899999999999999,1.2999999999999999E-2,7.0000000000000001E-3,6.3E-2,0.39300000000000002,0.153,2.4929999999999999,1.107,6.0999999999999999E-2,4.1000000000000002E-2,,2.4E-2,7.0000000000000001E-3,0.106,0.11799999999999999,0.30199999999999999,,0.996,0.1,4.0000000000000001E-3,,7.8E-2,6.0000000000000001E-3,8.9999999999999993E-3,0.35299999999999998,9.7000000000000003E-2,,1.33,0.29299999999999998,1.4999999999999999E-2,0.42,3.4000000000000002E-2,1.5E-3,0.01,0.57099999999999995,9.6000000000000002E-2,4.4000000000000004,1.393,2.8000000000000001E-2,1E-3,7.0000000000000007E-2,1E-3,4.0000000000000001E-3,9.1999999999999998E-2,0.38300000000000001,0.17399999999999999,1.41,0.71699999999999997
07/20/23 12:00,2.1999999999999999E-2,1.0999999999999999E-2,,1.2999999999999999E-2,7.0000000000000001E-3,6.3E-2,0.39300000000000002,0.153,,1.107,6.0999999999999999E-2,4.1000000000000002E-2,1.2999999999999999E-4,2.4E-2,7.0000000000000001E-3,0.106,0.11799999999999999,0.30199999999999999,1.26,0.996,0.1,4.0000000000000001E-3,0.3,7.8E-2,6.0000000000000001E-3,8.9999999999999993E-3,0.35299999999999998,9.7000000000000003E-2,3.29,1.33,0.29299999999999998,1.4999999999999999E-2,,3.4000000000000002E-2,1.5E-3,0.01,0.57099999999999995,9.6000000000000002E-2,,1.393,2.8000000000000001E-2,1E-3,7.0000000000000007E-2,1E-3,4.0000000000000001E-3,9.1999999999999998E-2,0.38300000000000001,0.17399999999999999,1.25,0.71699999999999997
07/21/23 12:00,2.1999999999999999E-2,1.0999999999999999E-2,0.20599999999999999,1.2999999999999999E-2,7.0000000000000001E-3,6.3E-2,0.39300000000000002,0.153,2.4369999999999998,1.107,6.0999999999999999E-2,4.1000000000000002E-2,,2.4E-2,7.0000000000000001E-3,0.106,0.11799999999999999,0.30199999999999999,,0.996,0.1,4.0000000000000001E-3,,7.8E-2,6.0000000000000001E-3,8.9999999999999993E-3,0.35299999999999998,9.7000000000000003E-2,,1.33,0.29299999999999998,1.4999999999999999E-2,0.37,3.4000000000000002E-2,1.5E-3,0.01,0.57099999999999995,9.6000000000000002E-2,3.7,1.393,2.8000000000000001E-2,1E-3,0.17,1E-3,4.0000000000000001E-3,9.1999999999999998E-2,0.38300000000000001,0.17399999999999999,1.58,0.71699999999999997
07/22/23 12:00,2.1999999999999999E-2,8.9999999999999993E-3,,1.4E-2,4.0000000000000001E-3,1.2999999999999999E-2,0.36499999999999999,0.13200000000000001,,0.99,6.0999999999999999E-2,4.1000000000000002E-2,0.18,2.4E-2,7.0000000000000001E-3,0.106,0.11799999999999999,0.30199999999999999,1.66,0.996,,,,,,,,,,,0.29299999999999998,1.4999999999999999E-2,,3.4000000000000002E-2,1.5E-3,0.01,0.57099999999999995,9.6000000000000002E-2,,1.393,2.8000000000000001E-2,1E-3,0.12,1E-3,4.0000000000000001E-3,9.1999999999999998E-2,0.38300000000000001,0.17399999999999999,1.9,0.71699999999999997
07/23/23 12:00,2.1999999999999999E-2,8.9999999999999993E-3,0.249,1.4E-2,4.0000000000000001E-3,1.2999999999999999E-2,0.36499999999999999,0.13200000000000001,3.1520000000000001,0.99,6.0999999999999999E-2,4.1000000000000002E-2,,2.4E-2,7.0000000000000001E-3,0.106,0.11799999999999999,0.30199999999999999,,0.996,2E-3,4.0000000000000001E-3,0.11,7.8E-2,6.0000000000000001E-3,8.9999999999999993E-3,0.35299999999999998,9.7000000000000003E-2,1.44,1.33,0.29299999999999998,1.4999999999999999E-2,0.41,3.4000000000000002E-2,1.5E-3,0.01,0.57099999999999995,9.6000000000000002E-2,4.28,1.393,2.8000000000000001E-2,1E-3,0.23,1E-3,4.0000000000000001E-3,9.1999999999999998E-2,0.38300000000000001,0.17399999999999999,3.29,0.71699999999999997
07/24/23 12:00,2.1999999999999999E-2,8.9999999999999993E-3,,1.4E-2,4.0000000000000001E-3,1.2999999999999999E-2,0.36499999999999999,0.13200000000000001,,0.99,5.0999999999999997E-2,2.1999999999999999E-2,1.2999999999999999E-4,0.02,6.0000000000000001E-3,8.3000000000000004E-2,0.105,0.30099999999999999,2.38,0.80500000000000005,2E-3,4.0000000000000001E-3,0.23,4.4999999999999998E-2,5.0000000000000001E-4,2E-3,0.16900000000000001,6.8000000000000005E-2,3.55,0.85299999999999998,0.19700000000000001,1.4999999999999999E-2,,3.4000000000000002E-2,1.5E-3,0.01,0.38400000000000001,0.10100000000000001,,1.0469999999999999,8.9999999999999993E-3,1E-3,0.31,2.3E-2,6.0000000000000001E-3,8.3000000000000004E-2,0.40200000000000002,0.189,4.09,0.754
07/25/23 12:00,2.1999999999999999E-2,8.9999999999999993E-3,3.1E-2,1.4E-2,4.0000000000000001E-3,1.2999999999999999E-2,0.36499999999999999,0.13200000000000001,2.6040000000000001,0.99,5.0999999999999997E-2,2.1999999999999999E-2,,0.02,6.0000000000000001E-3,8.3000000000000004E-2,0.105,0.30099999999999999,,0.80500000000000005,,4.0000000000000001E-3,,4.4999999999999998E-2,5.0000000000000001E-4,2E-3,0.16900000000000001,6.8000000000000005E-2,,0.85299999999999998,0.19700000000000001,1.4999999999999999E-2,0.23,3.4000000000000002E-2,1.5E-3,0.01,0.38400000000000001,0.10100000000000001,3.21,1.0469999999999999,8.9999999999999993E-3,1E-3,0.27,2.3E-2,6.0000000000000001E-3,8.3000000000000004E-2,0.40200000000000002,0.189,3.36,0.754
07/26/23 12:00,2.1999999999999999E-2,8.9999999999999993E-3,,1.4E-2,4.0000000000000001E-3,1.2999999999999999E-2,0.36499999999999999,0.13200000000000001,,0.99,5.0999999999999997E-2,2.1999999999999999E-2,0.25,0.02,6.0000000000000001E-3,8.3000000000000004E-2,0.105,0.30099999999999999,2,0.80500000000000005,,,,,,,,,,,0.19700000000000001,1.4999999999999999E-2,,3.4000000000000002E-2,1.5E-3,0.01,0.38400000000000001,0.10100000000000001,,1.0469999999999999,8.9999999999999993E-3,1E-3,0.2,2.3E-2,6.0000000000000001E-3,8.3000000000000004E-2,0.40200000000000002,0.189,3.06,0.754
07/27/23 12:00,2.1999999999999999E-2,8.9999999999999993E-3,0.125,1.4E-2,4.0000000000000001E-3,1.2999999999999999E-2,0.36499999999999999,0.13200000000000001,3.0129999999999999,0.99,5.0999999999999997E-2,2.1999999999999999E-2,,0.02,6.0000000000000001E-3,8.3000000000000004E-2,0.105,0.30099999999999999,,0.80500000000000005,2E-3,4.0000000000000001E-3,0.25,4.4999999999999998E-2,5.0000000000000001E-4,2E-3,0.16900000000000001,6.8000000000000005E-2,2.6,0.85299999999999998,0.19700000000000001,1.4999999999999999E-2,0.2,3.4000000000000002E-2,1.5E-3,0.01,0.38400000000000001,0.10100000000000001,3.06,1.0469999999999999,8.9999999999999993E-3,1E-3,0.13,2.3E-2,6.0000000000000001E-3,8.3000000000000004E-2,0.40200000000000002,0.189,2.4300000000000002,0.754
07/28/23 12:00,2.1999999999999999E-2,8.9999999999999993E-3,,1.4E-2,4.0000000000000001E-3,1.2999999999999999E-2,0.36499999999999999,0.13200000000000001,,0.99,5.0999999999999997E-2,2.1999999999999999E-2,1.2999999999999999E-4,0.02,6.0000000000000001E-3,8.3000000000000004E-2,0.105,0.30099999999999999,1.8,0.80500000000000005,2E-3,4.0000000000000001E-3,0.25,4.4999999999999998E-2,5.0000000000000001E-4,2E-3,0.16900000000000001,6.8000000000000005E-2,2.17,0.85299999999999998,0.19700000000000001,1.4999999999999999E-2,,3.4000000000000002E-2,1.5E-3,0.01,0.38400000000000001,0.10100000000000001,,1.0469999999999999,8.9999999999999993E-3,1E-3,0.22,2.3E-2,6.0000000000000001E-3,8.3000000000000004E-2,0.40200000000000002,0.189,2.39,0.754
07/29/23 12:00,3.9E-2,1.2999999999999999E-2,0.114,2.4E-2,1.2E-2,5.8000000000000003E-2,0.19400000000000001,0.156,2.8940000000000001,1.468,5.0999999999999997E-2,2.1999999999999999E-2,,0.02,6.0000000000000001E-3,8.3000000000000004E-2,0.105,0.30099999999999999,,0.80500000000000005,2E-3,4.0000000000000001E-3,,4.4999999999999998E-2,5.0000000000000001E-4,2E-3,0.16900000000000001,6.8000000000000005E-2,,0.85299999999999998,0.19700000000000001,1.4999999999999999E-2,0.28000000000000003,3.4000000000000002E-2,1.5E-3,0.01,0.38400000000000001,0.10100000000000001,3.03,1.0469999999999999,8.9999999999999993E-3,1E-3,0.19,2.3E-2,6.0000000000000001E-3,8.3000000000000004E-2,0.40200000000000002,0.189,2.4700000000000002,0.754
07/30/23 12:00,3.9E-2,1.2999999999999999E-2,,2.4E-2,1.2E-2,5.8000000000000003E-2,0.19400000000000001,0.156,,1.468,5.0999999999999997E-2,2.1999999999999999E-2,1.2999999999999999E-4,0.02,6.0000000000000001E-3,8.3000000000000004E-2,0.105,0.30099999999999999,2.11,0.80500000000000005,2E-3,4.0000000000000001E-3,0.19,4.4999999999999998E-2,5.0000000000000001E-4,2E-3,0.16900000000000001,6.8000000000000005E-2,2.2999999999999998,0.85299999999999998,0.19700000000000001,1.4999999999999999E-2,,3.4000000000000002E-2,1.5E-3,0.01,0.38400000000000001,0.10100000000000001,,1.0469999999999999,8.9999999999999993E-3,1E-3,0.15,2.3E-2,6.0000000000000001E-3,8.3000000000000004E-2,0.40200000000000002,0.189,2.41,0.754
07/31/23 12:00,3.9E-2,1.2999999999999999E-2,7.4999999999999997E-2,2.4E-2,1.2E-2,5.8000000000000003E-2,0.19400000000000001,0.156,2.5219999999999998,1.468,6.3E-2,3.6999999999999998E-2,,3.6999999999999998E-2,8.9999999999999993E-3,0.124,8.2000000000000003E-2,0.24299999999999999,,0.745,7.9000000000000001E-2,4.0000000000000001E-3,,4.1000000000000002E-2,6.0000000000000001E-3,1.2E-2,0.153,0.13300000000000001,,0.82599999999999996,0.22600000000000001,1.4999999999999999E-2,0.24,2.1000000000000001E-2,1.5E-3,0.01,0.25700000000000001,7.4999999999999997E-2,2.88,0.63200000000000001,3.0000000000000001E-3,1.0999999999999999E-2,0.06,2.1000000000000001E-2,4.0000000000000001E-3,0.08,0.497,0.20899999999999999,1.21,1.002
08/01/23 12:00,3.9E-2,1.2999999999999999E-2,,2.4E-2,1.2E-2,5.8000000000000003E-2,0.19400000000000001,0.156,,1.468,6.3E-2,3.6999999999999998E-2,1.2999999999999999E-4,3.6999999999999998E-2,8.9999999999999993E-3,0.124,8.2000000000000003E-2,0.24299999999999999,1.74,0.745,7.9000000000000001E-2,4.0000000000000001E-3,0.3,4.1000000000000002E-2,6.0000000000000001E-3,1.2E-2,0.153,0.13300000000000001,2.34,0.82599999999999996,0.22600000000000001,1.4999999999999999E-2,,2.1000000000000001E-2,1.5E-3,0.01,0.25700000000000001,7.4999999999999997E-2,,0.63200000000000001,3.0000000000000001E-3,1.0999999999999999E-2,0.05,2.1000000000000001E-2,4.0000000000000001E-3,0.08,0.497,0.20899999999999999,1.24,1.002
08/02/23 12:00,3.9E-2,1.2999999999999999E-2,0.13300000000000001,2.4E-2,1.2E-2,5.8000000000000003E-2,0.19400000000000001,0.156,1.6080000000000001,1.468,6.3E-2,3.6999999999999998E-2,,3.6999999999999998E-2,8.9999999999999993E-3,0.124,8.2000000000000003E-2,0.24299999999999999,,0.745,7.9000000000000001E-2,4.0000000000000001E-3,,4.1000000000000002E-2,6.0000000000000001E-3,1.2E-2,0.153,0.13300000000000001,,0.82599999999999996,0.22600000000000001,1.4999999999999999E-2,0.28000000000000003,2.1000000000000001E-2,1.5E-3,0.01,0.25700000000000001,7.4999999999999997E-2,2.93,0.63200000000000001,3.0000000000000001E-3,1.0999999999999999E-2,0.13,2.1000000000000001E-2,4.0000000000000001E-3,0.08,0.497,0.20899999999999999,1.66,1.002
08/03/23 12:00,3.9E-2,1.2999999999999999E-2,,2.4E-2,1.2E-2,5.8000000000000003E-2,0.19400000000000001,0.156,,1.468,6.3E-2,3.6999999999999998E-2,0.19,3.6999999999999998E-2,8.9999999999999993E-3,0.124,8.2000000000000003E-2,0.24299999999999999,1.67,0.745,7.9000000000000001E-2,4.0000000000000001E-3,0.2,4.1000000000000002E-2,6.0000000000000001E-3,1.2E-2,0.153,0.13300000000000001,1.82,0.82599999999999996,0.22600000000000001,1.4999999999999999E-2,,2.1000000000000001E-2,1.5E-3,0.01,0.25700000000000001,7.4999999999999997E-2,,0.63200000000000001,3.0000000000000001E-3,1.0999999999999999E-2,0.12,2.1000000000000001E-2,4.0000000000000001E-3,0.08,0.497,0.20899999999999999,1.55,1.002
08/04/23 12:00,3.9E-2,1.2999999999999999E-2,0.156,2.4E-2,1.2E-2,5.8000000000000003E-2,0.19400000000000001,0.156,2.0089999999999999,1.468,6.3E-2,3.6999999999999998E-2,,3.6999999999999998E-2,8.9999999999999993E-3,0.124,8.2000000000000003E-2,0.24299999999999999,,0.745,7.9000000000000001E-2,4.0000000000000001E-3,,4.1000000000000002E-2,6.0000000000000001E-3,1.2E-2,0.153,0.13300000000000001,,0.82599999999999996,0.22600000000000001,1.4999999999999999E-2,0.36,2.1000000000000001E-2,1.5E-3,0.01,0.25700000000000001,7.4999999999999997E-2,3.48,0.63200000000000001,3.0000000000000001E-3,1.0999999999999999E-2,0.01,2.1000000000000001E-2,4.0000000000000001E-3,0.08,0.497,0.20899999999999999,0.9,1.002
08/05/23 12:00,2.4E-2,4.0000000000000001E-3,,2.5999999999999999E-2,8.9999999999999993E-3,0.05,0.3,0.14899999999999999,,1.23,6.3E-2,3.6999999999999998E-2,1.2999999999999999E-4,3.6999999999999998E-2,8.9999999999999993E-3,0.124,8.2000000000000003E-2,0.24299999999999999,2.31,0.745,7.9000000000000001E-2,4.0000000000000001E-3,0.34,4.1000000000000002E-2,6.0000000000000001E-3,1.2E-2,0.153,0.13300000000000001,3.12,0.82599999999999996,0.22600000000000001,1.4999999999999999E-2,,2.1000000000000001E-2,1.5E-3,0.01,0.25700000000000001,7.4999999999999997E-2,,0.63200000000000001,3.0000000000000001E-3,1.0999999999999999E-2,0.09,2.1000000000000001E-2,4.0000000000000001E-3,0.08,0.497,0.20899999999999999,1.48,1.002
08/06/23 12:00,2.4E-2,4.0000000000000001E-3,0.05,2.5999999999999999E-2,8.9999999999999993E-3,0.05,0.3,0.14899999999999999,1.387,1.23,6.3E-2,3.6999999999999998E-2,,3.6999999999999998E-2,8.9999999999999993E-3,0.124,8.2000000000000003E-2,0.24299999999999999,,0.745,7.9000000000000001E-2,4.0000000000000001E-3,,4.1000000000000002E-2,6.0000000000000001E-3,1.2E-2,0.153,0.13300000000000001,,0.82599999999999996,0.22600000000000001,1.4999999999999999E-2,0.13,2.1000000000000001E-2,1.5E-3,0.01,0.25700000000000001,7.4999999999999997E-2,2.16,0.63200000000000001,3.0000000000000001E-3,1.0999999999999999E-2,0.2,2.1000000000000001E-2,4.0000000000000001E-3,0.08,0.497,0.20899999999999999,2.42,1.002
08/07/23 12:00,2.4E-2,4.0000000000000001E-3,,2.5999999999999999E-2,8.9999999999999993E-3,0.05,0.3,0.14899999999999999,,1.23,8.4000000000000005E-2,6.7000000000000004E-2,0.19,3.6999999999999998E-2,1.6E-2,0.186,8.1000000000000003E-2,0.248,1.51,0.80200000000000005,2E-3,4.0000000000000001E-3,0.15,4.9000000000000002E-2,2E-3,6.0000000000000001E-3,0.28000000000000003,7.8E-2,1.23,0.83699999999999997,0.22800000000000001,1.4999999999999999E-2,,2.1000000000000001E-2,1.5E-3,0.01,0.498,7.4999999999999997E-2,,1.3109999999999999,5.0000000000000001E-3,2.1999999999999999E-2,0.15,4.0000000000000001E-3,7.0000000000000001E-3,9.4E-2,0.374,0.20399999999999999,1.89,0.80100000000000005
08/08/23 12:00,2.4E-2,4.0000000000000001E-3,9.0999999999999998E-2,2.5999999999999999E-2,8.9999999999999993E-3,0.05,0.3,0.14899999999999999,1.6910000000000001,1.23,8.4000000000000005E-2,6.7000000000000004E-2,,3.6999999999999998E-2,1.6E-2,0.186,8.1000000000000003E-2,0.248,,0.80200000000000005,2E-3,4.0000000000000001E-3,,4.9000000000000002E-2,2E-3,6.0000000000000001E-3,0.28000000000000003,7.8E-2,,0.83699999999999997,0.22800000000000001,1.4999999999999999E-2,0.18,2.1000000000000001E-2,1.5E-3,0.01,0.498,7.4999999999999997E-2,2.4900000000000002,1.3109999999999999,5.0000000000000001E-3,2.1999999999999999E-2,0.17,4.0000000000000001E-3,7.0000000000000001E-3,9.4E-2,0.374,0.20399999999999999,1.74,0.80100000000000005
08/09/23 12:00,2.4E-2,4.0000000000000001E-3,,2.5999999999999999E-2,8.9999999999999993E-3,0.05,0.3,0.14899999999999999,,1.23,8.4000000000000005E-2,6.7000000000000004E-2,0.19,3.6999999999999998E-2,1.6E-2,0.186,8.1000000000000003E-2,0.248,1.85,0.80200000000000005,2E-3,4.0000000000000001E-3,0.21,4.9000000000000002E-2,2E-3,6.0000000000000001E-3,0.28000000000000003,7.8E-2,2.0499999999999998,0.83699999999999997,0.22800000000000001,1.4999999999999999E-2,,2.1000000000000001E-2,1.5E-3,0.01,0.498,7.4999999999999997E-2,,1.3109999999999999,5.0000000000000001E-3,2.1999999999999999E-2,0.11,4.0000000000000001E-3,7.0000000000000001E-3,9.4E-2,0.374,0.20399999999999999,1.73,0.80100000000000005
08/10/23 12:00,2.4E-2,4.0000000000000001E-3,0.42599999999999999,2.5999999999999999E-2,8.9999999999999993E-3,0.05,0.3,0.14899999999999999,2.8650000000000002,1.23,8.4000000000000005E-2,6.7000000000000004E-2,,3.6999999999999998E-2,1.6E-2,0.186,8.1000000000000003E-2,0.248,,0.80200000000000005,2E-3,4.0000000000000001E-3,,4.9000000000000002E-2,2E-3,6.0000000000000001E-3,0.28000000000000003,7.8E-2,,0.83699999999999997,0.22800000000000001,1.4999999999999999E-2,0.17,2.1000000000000001E-2,1.5E-3,0.01,0.498,7.4999999999999997E-2,2.06,1.3109999999999999,5.0000000000000001E-3,2.1999999999999999E-2,0.1,4.0000000000000001E-3,7.0000000000000001E-3,9.4E-2,0.374,0.20399999999999999,1.41,0.80100000000000005
08/11/23 12:00,2.4E-2,4.0000000000000001E-3,,2.5999999999999999E-2,8.9999999999999993E-3,0.05,0.3,0.14899999999999999,,1.23,8.4000000000000005E-2,6.7000000000000004E-2,0.24,3.6999999999999998E-2,1.6E-2,0.186,8.1000000000000003E-2,0.248,1.79,0.80200000000000005,2E-3,4.0000000000000001E-3,0.47,4.9000000000000002E-2,2E-3,6.0000000000000001E-3,0.28000000000000003,7.8E-2,3.39,0.83699999999999997,0.22800000000000001,1.4999999999999999E-2,,2.1000000000000001E-2,1.5E-3,0.01,0.498,7.4999999999999997E-2,,1.3109999999999999,5.0000000000000001E-3,2.1999999999999999E-2,0.26,4.0000000000000001E-3,7.0000000000000001E-3,9.4E-2,0.374,0.20399999999999999,2.58,0.80100000000000005
08/12/23 12:00,3.5999999999999997E-2,1.7999999999999999E-2,0.48199999999999998,3.5000000000000003E-2,4.0000000000000001E-3,2.3E-2,0.54400000000000004,0.13800000000000001,4.3319999999999999,2.3719999999999999,8.4000000000000005E-2,6.7000000000000004E-2,,3.6999999999999998E-2,1.6E-2,0.186,8.1000000000000003E-2,0.248,,0.80200000000000005,2E-3,4.0000000000000001E-3,,4.9000000000000002E-2,2E-3,6.0000000000000001E-3,0.28000000000000003,7.8E-2,,0.83699999999999997,0.22800000000000001,1.4999999999999999E-2,0.37,2.1000000000000001E-2,1.5E-3,0.01,0.498,7.4999999999999997E-2,3.71,1.3109999999999999,5.0000000000000001E-3,2.1999999999999999E-2,0.32,4.0000000000000001E-3,7.0000000000000001E-3,9.4E-2,0.374,0.20399999999999999,2.99,0.80100000000000005
08/13/23 12:00,3.5999999999999997E-2,1.7999999999999999E-2,,3.5000000000000003E-2,4.0000000000000001E-3,2.3E-2,0.54400000000000004,0.13800000000000001,,2.3719999999999999,8.4000000000000005E-2,6.7000000000000004E-2,0.43,3.6999999999999998E-2,1.6E-2,0.186,8.1000000000000003E-2,0.248,2.96,0.80200000000000005,2E-3,4.0000000000000001E-3,0.32,4.9000000000000002E-2,2E-3,6.0000000000000001E-3,0.28000000000000003,7.8E-2,4.3,0.83699999999999997,0.22800000000000001,1.4999999999999999E-2,,2.1000000000000001E-2,1.5E-3,0.01,0.498,7.4999999999999997E-2,,1.3109999999999999,5.0000000000000001E-3,2.1999999999999999E-2,0.16,4.0000000000000001E-3,7.0000000000000001E-3,9.4E-2,0.374,0.20399999999999999,2.11,0.80100000000000005
08/14/23 12:00,3.5999999999999997E-2,1.7999999999999999E-2,0.27,3.5000000000000003E-2,4.0000000000000001E-3,2.3E-2,0.54400000000000004,0.13800000000000001,2.9929999999999999,2.3719999999999999,0.14799999999999999,4.9000000000000002E-2,,6.0999999999999999E-2,1.2E-2,0.114,0.26,0.221,,1.3680000000000001,8.1000000000000003E-2,4.0000000000000001E-3,,8.7999999999999995E-2,4.0000000000000001E-3,2E-3,0.59399999999999997,5.8000000000000003E-2,,2.0350000000000001,0.161,1.4999999999999999E-2,0.47,6.2E-2,1.5E-3,0.01,1.0720000000000001,3.5000000000000003E-2,4.68,2.5499999999999998,5.2999999999999999E-2,0,0.25,3.9E-2,8.0000000000000002E-3,7.6999999999999999E-2,0.81299999999999994,0.11,2.8,1.718
08/15/23 12:00,3.5999999999999997E-2,1.7999999999999999E-2,,3.5000000000000003E-2,4.0000000000000001E-3,2.3E-2,0.54400000000000004,0.13800000000000001,,2.3719999999999999,0.14799999999999999,4.9000000000000002E-2,0.27,6.0999999999999999E-2,1.2E-2,0.114,0.26,0.221,5.23,1.3680000000000001,8.1000000000000003E-2,4.0000000000000001E-3,0.44,8.7999999999999995E-2,4.0000000000000001E-3,2E-3,0.59399999999999997,5.8000000000000003E-2,3.8,2.0350000000000001,0.161,1.4999999999999999E-2,,6.2E-2,1.5E-3,0.01,1.0720000000000001,3.5000000000000003E-2,,2.5499999999999998,5.2999999999999999E-2,0,0.16,3.9E-2,8.0000000000000002E-3,7.6999999999999999E-2,0.81299999999999994,0.11,1.93,1.718
08/16/23 12:00,3.5999999999999997E-2,1.7999999999999999E-2,0.31,3.5000000000000003E-2,4.0000000000000001E-3,2.3E-2,0.54400000000000004,0.13800000000000001,6.09,2.3719999999999999,0.14799999999999999,4.9000000000000002E-2,,6.0999999999999999E-2,1.2E-2,0.114,0.26,0.221,,1.3680000000000001,8.1000000000000003E-2,4.0000000000000001E-3,,8.7999999999999995E-2,4.0000000000000001E-3,2E-3,0.59399999999999997,5.8000000000000003E-2,,2.0350000000000001,0.161,1.4999999999999999E-2,0.51,6.2E-2,1.5E-3,0.01,1.0720000000000001,3.5000000000000003E-2,5.0199999999999996,2.5499999999999998,5.2999999999999999E-2,0,0.12,3.9E-2,8.0000000000000002E-3,7.6999999999999999E-2,0.81299999999999994,0.11,1.42,1.718
08/17/23 12:00,3.5999999999999997E-2,1.7999999999999999E-2,,3.5000000000000003E-2,4.0000000000000001E-3,2.3E-2,0.54400000000000004,0.13800000000000001,,2.3719999999999999,0.14799999999999999,4.9000000000000002E-2,0.37,6.0999999999999999E-2,1.2E-2,0.114,0.26,0.221,2.4300000000000002,1.3680000000000001,8.1000000000000003E-2,4.0000000000000001E-3,0.34,8.7999999999999995E-2,4.0000000000000001E-3,2E-3,0.59399999999999997,5.8000000000000003E-2,2.77,2.0350000000000001,0.161,1.4999999999999999E-2,,6.2E-2,1.5E-3,0.01,1.0720000000000001,3.5000000000000003E-2,,2.5499999999999998,5.2999999999999999E-2,0,0.15,3.9E-2,8.0000000000000002E-3,7.6999999999999999E-2,0.81299999999999994,0.11,1.53,1.718
08/18/23 12:00,3.5999999999999997E-2,1.7999999999999999E-2,0.34300000000000003,3.5000000000000003E-2,4.0000000000000001E-3,2.3E-2,0.54400000000000004,0.13800000000000001,3.6070000000000002,2.3719999999999999,0.14799999999999999,4.9000000000000002E-2,,6.0999999999999999E-2,1.2E-2,0.114,0.26,0.221,,1.3680000000000001,8.1000000000000003E-2,4.0000000000000001E-3,,8.7999999999999995E-2,4.0000000000000001E-3,2E-3,0.59399999999999997,5.8000000000000003E-2,,2.0350000000000001,0.161,1.4999999999999999E-2,0.49,6.2E-2,1.5E-3,0.01,1.0720000000000001,3.5000000000000003E-2,4.3,2.5499999999999998,5.2999999999999999E-2,0,0.15,3.9E-2,8.0000000000000002E-3,7.6999999999999999E-2,0.81299999999999994,0.11,1.49,1.718
08/19/23 12:00,1.0999999999999999E-2,1.9E-2,,1.7000000000000001E-2,2E-3,1.0999999999999999E-2,0.72199999999999998,0.124,,1.538,0.14799999999999999,4.9000000000000002E-2,0.16,6.0999999999999999E-2,1.2E-2,0.114,0.26,0.221,4.21,1.3680000000000001,8.1000000000000003E-2,4.0000000000000001E-3,0.46,8.7999999999999995E-2,4.0000000000000001E-3,2E-3,0.59399999999999997,5.8000000000000003E-2,4.68,2.0350000000000001,0.161,1.4999999999999999E-2,,6.2E-2,1.5E-3,0.01,1.0720000000000001,3.5000000000000003E-2,,2.5499999999999998,5.2999999999999999E-2,0,0.11,3.9E-2,8.0000000000000002E-3,7.6999999999999999E-2,0.81299999999999994,0.11,0.86,1.718
08/20/23 12:00,1.0999999999999999E-2,1.9E-2,0.36399999999999999,1.7000000000000001E-2,2E-3,1.0999999999999999E-2,0.72199999999999998,0.124,5.6890000000000001,1.538,0.14799999999999999,4.9000000000000002E-2,,6.0999999999999999E-2,1.2E-2,0.114,0.26,0.221,,1.3680000000000001,8.1000000000000003E-2,4.0000000000000001E-3,,8.7999999999999995E-2,4.0000000000000001E-3,2E-3,0.59399999999999997,5.8000000000000003E-2,,2.0350000000000001,0.161,1.4999999999999999E-2,0.41,6.2E-2,1.5E-3,0.01,1.0720000000000001,3.5000000000000003E-2,4.59,2.5499999999999998,5.2999999999999999E-2,0,0.09,3.9E-2,8.0000000000000002E-3,7.6999999999999999E-2,0.81299999999999994,0.11,0.95,1.718
