Nr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
06/22/23 12:00,2.1260000000000001E-2,1.2200000000000001E-2,2.8800000000000002E-3,2.7900000000000001E-2,5.5599999999999998E-3,3.5599999999999998E-3,2.1299999999999999E-3,2.0699999999999998E-3,2.15E-3,2.63E-3,1.2199999999999999E-3,1E-3,1E-3,4.47E-3,1E-3,1E-3,2.0799999999999998E-3,5.3099999999999996E-3,2E-3,2.0200000000000001E-3,5.6699999999999997E-3,5.79E-3,1.057E-2,6.7099999999999998E-3,3.9100000000000003E-3,8.3000000000000001E-3,3.5500000000000002E-3,1E-3,2.3400000000000001E-3,2.8900000000000002E-3,3.5300000000000002E-3,3.98E-3,1E-3,1E-3,4.0600000000000002E-3,3.5000000000000001E-3,2.8400000000000001E-3,6.5900000000000004E-3,2.0600000000000002E-3,3.3700000000000002E-3,5.0899999999999999E-3,7.2100000000000003E-3,9.6399999999999993E-3,3.1859999999999999E-2,,1.9619999999999999E-2,8.2100000000000003E-3,5.0200000000000002E-3,,1E-3,1E-3,1E-3,0,4.6800000000000001E-3,3.4099999999999998E-3,4.15E-3,1E-3,2.7100000000000002E-3,1E-3
06/23/23 12:00,2.1260000000000001E-2,1.2200000000000001E-2,2.8800000000000002E-3,2.7900000000000001E-2,5.5599999999999998E-3,3.5599999999999998E-3,2.1299999999999999E-3,2.0699999999999998E-3,2.15E-3,2.63E-3,1.2199999999999999E-3,1E-3,1E-3,4.47E-3,1E-3,1E-3,2.0799999999999998E-3,5.3099999999999996E-3,2E-3,2.0200000000000001E-3,5.6699999999999997E-3,5.79E-3,1.057E-2,6.7099999999999998E-3,3.9100000000000003E-3,8.3000000000000001E-3,3.5500000000000002E-3,1E-3,2.3400000000000001E-3,2.8900000000000002E-3,3.5300000000000002E-3,3.98E-3,,1E-3,4.0600000000000002E-3,3.5000000000000001E-3,2.8400000000000001E-3,6.5900000000000004E-3,2.0600000000000002E-3,3.3700000000000002E-3,5.0899999999999999E-3,7.2100000000000003E-3,9.6399999999999993E-3,3.1859999999999999E-2,,1.9619999999999999E-2,8.2100000000000003E-3,5.0200000000000002E-3,,1E-3,1E-3,1E-3,0,4.6800000000000001E-3,3.4099999999999998E-3,4.15E-3,1E-3,2.7100000000000002E-3,1E-3
06/24/23 12:00,2.1260000000000001E-2,1.2200000000000001E-2,2.8800000000000002E-3,2.7900000000000001E-2,5.5599999999999998E-3,3.5599999999999998E-3,2.1299999999999999E-3,2.0699999999999998E-3,2.15E-3,2.63E-3,1.2199999999999999E-3,1E-3,1E-3,4.47E-3,1E-3,1E-3,2.0799999999999998E-3,5.3099999999999996E-3,2E-3,2.0200000000000001E-3,5.6699999999999997E-3,5.79E-3,1.057E-2,6.7099999999999998E-3,3.9100000000000003E-3,8.3000000000000001E-3,3.5500000000000002E-3,1E-3,2.3400000000000001E-3,2.8900000000000002E-3,3.5300000000000002E-3,3.98E-3,1E-3,1E-3,4.0600000000000002E-3,3.5000000000000001E-3,2.8400000000000001E-3,6.5900000000000004E-3,2.0600000000000002E-3,3.3700000000000002E-3,5.0899999999999999E-3,7.2100000000000003E-3,9.6399999999999993E-3,3.1859999999999999E-2,,1.9619999999999999E-2,8.2100000000000003E-3,5.0200000000000002E-3,,1E-3,1E-3,1E-3,0,4.6800000000000001E-3,3.4099999999999998E-3,4.15E-3,1E-3,2.7100000000000002E-3,1E-3
06/25/23 12:00,2.1260000000000001E-2,1.2200000000000001E-2,2.8800000000000002E-3,2.7900000000000001E-2,5.5599999999999998E-3,3.5599999999999998E-3,2.1299999999999999E-3,2.0699999999999998E-3,2.15E-3,2.63E-3,1.2199999999999999E-3,1E-3,1E-3,4.47E-3,1E-3,1E-3,2.0799999999999998E-3,5.3099999999999996E-3,2E-3,2.0200000000000001E-3,5.6699999999999997E-3,4.7000000000000002E-3,4.6899999999999997E-3,5.6600000000000001E-3,3.9399999999999999E-3,9.0299999999999998E-3,3.5500000000000002E-3,1E-3,2.3400000000000001E-3,2.8900000000000002E-3,3.5300000000000002E-3,3.98E-3,1E-3,1E-3,4.0600000000000002E-3,3.5000000000000001E-3,2.8400000000000001E-3,6.5900000000000004E-3,2.0600000000000002E-3,3.3700000000000002E-3,5.0899999999999999E-3,7.2100000000000003E-3,9.6399999999999993E-3,3.1859999999999999E-2,,1.9619999999999999E-2,8.2100000000000003E-3,5.0200000000000002E-3,,1E-3,1E-3,1E-3,0,4.6800000000000001E-3,3.4099999999999998E-3,4.15E-3,1E-3,2.7100000000000002E-3,1E-3
06/26/23 12:00,3.6650000000000002E-2,,,2.6199999999999999E-3,3.3700000000000002E-3,9.0500000000000008E-3,3.9699999999999996E-3,1E-3,1E-3,1E-3,1.7099999999999999E-3,1E-3,1E-3,2.7299999999999998E-3,1E-3,1E-3,1E-3,1E-3,7.6E-3,1E-3,1E-3,4.7000000000000002E-3,4.6899999999999997E-3,5.6600000000000001E-3,3.9399999999999999E-3,9.0299999999999998E-3,1E-3,1E-3,2.0500000000000002E-3,1E-3,4.7800000000000004E-3,4.7800000000000004E-3,1E-3,1E-3,4.1599999999999996E-3,6.4400000000000004E-3,4.47E-3,4.47E-3,1E-3,3.8800000000000002E-3,3.0599999999999998E-3,3.8700000000000002E-3,1.0500000000000001E-2,1.541E-2,3.7200000000000002E-3,1.1469999999999999E-2,2.0200000000000001E-3,3.46E-3,,1.205E-2,,1E-3,0,2.7799999999999999E-3,1E-3,3.81E-3,1E-3,1E-3,1E-3
06/27/23 12:00,3.6650000000000002E-2,3.2570000000000002E-2,,2.6199999999999999E-3,3.3700000000000002E-3,9.0500000000000008E-3,3.9699999999999996E-3,1E-3,1E-3,1E-3,1.7099999999999999E-3,1E-3,1E-3,2.7299999999999998E-3,1E-3,1E-3,1E-3,1E-3,7.6E-3,1E-3,1E-3,4.7000000000000002E-3,4.6899999999999997E-3,5.6600000000000001E-3,3.9399999999999999E-3,9.0299999999999998E-3,1E-3,1E-3,2.0500000000000002E-3,1E-3,4.7800000000000004E-3,4.7800000000000004E-3,1E-3,1E-3,4.1599999999999996E-3,6.4400000000000004E-3,4.47E-3,4.47E-3,1E-3,3.8800000000000002E-3,3.0599999999999998E-3,3.8700000000000002E-3,1.0500000000000001E-2,1.541E-2,3.7200000000000002E-3,1.1469999999999999E-2,2.0200000000000001E-3,3.46E-3,,1.205E-2,,1E-3,0,2.7799999999999999E-3,1E-3,3.81E-3,1E-3,1E-3,1E-3
06/28/23 12:00,3.6650000000000002E-2,3.2570000000000002E-2,,2.6199999999999999E-3,3.3700000000000002E-3,9.0500000000000008E-3,3.9699999999999996E-3,1E-3,1E-3,1E-3,1.7099999999999999E-3,1E-3,1E-3,2.7299999999999998E-3,1E-3,1E-3,1E-3,1E-3,7.6E-3,1E-3,1E-3,4.7000000000000002E-3,4.6899999999999997E-3,5.6600000000000001E-3,3.9399999999999999E-3,9.0299999999999998E-3,1E-3,1E-3,2.0500000000000002E-3,1E-3,4.7800000000000004E-3,4.7800000000000004E-3,1E-3,1E-3,4.1599999999999996E-3,6.4400000000000004E-3,4.47E-3,4.47E-3,1E-3,3.8800000000000002E-3,3.0599999999999998E-3,3.8700000000000002E-3,1.0500000000000001E-2,1.541E-2,3.7200000000000002E-3,1.1469999999999999E-2,2.0200000000000001E-3,3.46E-3,,1.205E-2,,1E-3,,2.7799999999999999E-3,1E-3,3.81E-3,1E-3,1E-3,1E-3
06/29/23 12:00,3.6650000000000002E-2,3.2570000000000002E-2,1.09E-3,2.6199999999999999E-3,3.3700000000000002E-3,9.0500000000000008E-3,3.9699999999999996E-3,1E-3,1E-3,1E-3,1.7099999999999999E-3,1E-3,1E-3,2.7299999999999998E-3,1E-3,1E-3,1E-3,1E-3,7.6E-3,1E-3,1E-3,4.7000000000000002E-3,4.6899999999999997E-3,5.6600000000000001E-3,3.9399999999999999E-3,9.0299999999999998E-3,1E-3,1E-3,2.0500000000000002E-3,1E-3,4.7800000000000004E-3,4.7800000000000004E-3,,1E-3,4.1599999999999996E-3,6.4400000000000004E-3,4.47E-3,4.47E-3,1E-3,3.8800000000000002E-3,3.0599999999999998E-3,3.8700000000000002E-3,1.0500000000000001E-2,1.541E-2,3.7200000000000002E-3,1.1469999999999999E-2,2.0200000000000001E-3,3.46E-3,,1.205E-2,,1E-3,0,2.7799999999999999E-3,1E-3,3.81E-3,1E-3,1E-3,1E-3
06/30/23 12:00,3.6650000000000002E-2,3.2570000000000002E-2,1.09E-3,2.6199999999999999E-3,3.3700000000000002E-3,9.0500000000000008E-3,3.9699999999999996E-3,1E-3,1E-3,1E-3,1.7099999999999999E-3,1E-3,1E-3,2.7299999999999998E-3,1E-3,1E-3,1E-3,1E-3,7.6E-3,1E-3,1E-3,4.7000000000000002E-3,4.6899999999999997E-3,5.6600000000000001E-3,3.9399999999999999E-3,9.0299999999999998E-3,1E-3,1E-3,2.0500000000000002E-3,1E-3,4.7800000000000004E-3,4.7800000000000004E-3,1E-3,1E-3,4.1599999999999996E-3,6.4400000000000004E-3,4.47E-3,4.47E-3,1E-3,3.8800000000000002E-3,3.0599999999999998E-3,3.8700000000000002E-3,1.0500000000000001E-2,1.541E-2,3.7200000000000002E-3,1.1469999999999999E-2,2.0200000000000001E-3,3.46E-3,,1.205E-2,,1E-3,0,2.7799999999999999E-3,1E-3,3.81E-3,1E-3,1E-3,1E-3
07/01/23 12:00,3.6650000000000002E-2,3.2570000000000002E-2,1.09E-3,2.6199999999999999E-3,3.3700000000000002E-3,9.0500000000000008E-3,3.9699999999999996E-3,1E-3,1E-3,1E-3,1.7099999999999999E-3,1E-3,1E-3,2.7299999999999998E-3,1E-3,1E-3,1E-3,1E-3,7.6E-3,1E-3,1E-3,4.7000000000000002E-3,4.6899999999999997E-3,5.6600000000000001E-3,3.9399999999999999E-3,9.0299999999999998E-3,1E-3,1E-3,2.0500000000000002E-3,1E-3,4.7800000000000004E-3,4.7800000000000004E-3,1E-3,1E-3,4.1599999999999996E-3,6.4400000000000004E-3,4.47E-3,4.47E-3,1E-3,3.8800000000000002E-3,3.0599999999999998E-3,3.8700000000000002E-3,1.0500000000000001E-2,1.541E-2,3.7200000000000002E-3,1.1469999999999999E-2,2.0200000000000001E-3,3.46E-3,,1.205E-2,,1E-3,0,2.7799999999999999E-3,1E-3,3.81E-3,1E-3,1E-3,1E-3
07/02/23 12:00,3.6650000000000002E-2,3.2570000000000002E-2,1.09E-3,2.6199999999999999E-3,3.3700000000000002E-3,9.0500000000000008E-3,3.9699999999999996E-3,1E-3,1E-3,1E-3,1.7099999999999999E-3,1E-3,1E-3,2.7299999999999998E-3,1E-3,1E-3,1E-3,1E-3,7.6E-3,1E-3,1E-3,4.7000000000000002E-3,4.6899999999999997E-3,5.6600000000000001E-3,3.9399999999999999E-3,9.0299999999999998E-3,1E-3,1E-3,2.0500000000000002E-3,1E-3,4.7800000000000004E-3,4.7800000000000004E-3,1E-3,1E-3,4.1599999999999996E-3,6.4400000000000004E-3,4.47E-3,4.47E-3,1E-3,3.8800000000000002E-3,3.0599999999999998E-3,3.8700000000000002E-3,1.0500000000000001E-2,1.541E-2,3.7200000000000002E-3,1.1469999999999999E-2,2.0200000000000001E-3,3.46E-3,,1.205E-2,,1E-3,0,2.7799999999999999E-3,1E-3,3.81E-3,1E-3,1E-3,1E-3
07/03/23 12:00,1.7330000000000002E-2,3.6459999999999999E-2,2.0400000000000001E-3,8.1099999999999992E-3,7.2199999999999999E-3,6.2599999999999999E-3,2.1800000000000001E-3,1E-3,1E-3,4.5500000000000002E-3,1.1E-4,2.1900000000000001E-3,1E-3,4.9699999999999996E-3,4.6600000000000001E-3,1E-3,1E-3,4.9199999999999999E-3,7.45E-3,3.65E-3,2.64E-3,3.8300000000000001E-3,3.9300000000000003E-3,3.5200000000000001E-3,3.5899999999999999E-3,1.11E-2,4.13E-3,1E-3,2.2599999999999999E-3,2.8E-3,3.7200000000000002E-3,4.0099999999999997E-3,1E-3,1E-3,3.5300000000000002E-3,4.5700000000000003E-3,3.81E-3,1E-3,1E-3,3.6099999999999999E-3,4.3800000000000002E-3,7.77E-3,4.81E-3,1.644E-2,1.3390000000000001E-2,3.3169999999999998E-2,4.2500000000000003E-3,4.28E-3,3.2719999999999999E-2,1E-3,,1E-3,1E-3,4.0800000000000003E-3,1E-3,5.1599999999999997E-3,1E-3,1E-3,1E-3
07/04/23 12:00,1.7330000000000002E-2,3.6459999999999999E-2,,8.1099999999999992E-3,7.2199999999999999E-3,6.2599999999999999E-3,2.1800000000000001E-3,1E-3,1E-3,4.5500000000000002E-3,1.1E-4,2.1900000000000001E-3,1E-3,4.9699999999999996E-3,4.6600000000000001E-3,1E-3,1E-3,4.9199999999999999E-3,7.45E-3,3.65E-3,2.64E-3,3.8300000000000001E-3,3.9300000000000003E-3,3.5200000000000001E-3,3.5899999999999999E-3,1.11E-2,4.13E-3,1E-3,2.2599999999999999E-3,2.8E-3,3.7200000000000002E-3,4.0099999999999997E-3,1E-3,1E-3,3.5300000000000002E-3,4.5700000000000003E-3,3.81E-3,1E-3,1E-3,3.6099999999999999E-3,4.3800000000000002E-3,7.77E-3,4.81E-3,1.644E-2,1.3390000000000001E-2,3.3169999999999998E-2,4.2500000000000003E-3,4.28E-3,3.2719999999999999E-2,1E-3,,1E-3,1E-3,4.0800000000000003E-3,1E-3,5.1599999999999997E-3,1E-3,1E-3,1E-3
07/05/23 12:00,1.7330000000000002E-2,3.6459999999999999E-2,,8.1099999999999992E-3,7.2199999999999999E-3,6.2599999999999999E-3,2.1800000000000001E-3,1E-3,1E-3,4.5500000000000002E-3,1.1E-4,2.1900000000000001E-3,1E-3,4.9699999999999996E-3,4.6600000000000001E-3,1E-3,1E-3,4.9199999999999999E-3,7.45E-3,3.65E-3,2.64E-3,3.8300000000000001E-3,3.9300000000000003E-3,3.5200000000000001E-3,3.5899999999999999E-3,1.11E-2,4.13E-3,1E-3,2.2599999999999999E-3,2.8E-3,3.7200000000000002E-3,4.0099999999999997E-3,1E-3,1E-3,3.5300000000000002E-3,4.5700000000000003E-3,3.81E-3,1E-3,1E-3,3.6099999999999999E-3,4.3800000000000002E-3,7.77E-3,4.81E-3,1.644E-2,1.3390000000000001E-2,3.3169999999999998E-2,4.2500000000000003E-3,4.28E-3,3.2719999999999999E-2,1E-3,,1E-3,1E-3,4.0800000000000003E-3,1E-3,5.1599999999999997E-3,1E-3,1E-3,1E-3
07/06/23 12:00,1.7330000000000002E-2,3.6459999999999999E-2,2.0400000000000001E-3,8.1099999999999992E-3,7.2199999999999999E-3,6.2599999999999999E-3,2.1800000000000001E-3,1E-3,1E-3,4.5500000000000002E-3,1.1E-4,2.1900000000000001E-3,1E-3,4.9699999999999996E-3,4.6600000000000001E-3,1E-3,1E-3,4.9199999999999999E-3,7.45E-3,3.65E-3,2.64E-3,3.8300000000000001E-3,3.9300000000000003E-3,3.5200000000000001E-3,3.5899999999999999E-3,1.11E-2,4.13E-3,1E-3,2.2599999999999999E-3,2.8E-3,3.7200000000000002E-3,4.0099999999999997E-3,1E-3,1E-3,3.5300000000000002E-3,4.5700000000000003E-3,3.81E-3,1E-3,1E-3,3.6099999999999999E-3,4.3800000000000002E-3,7.77E-3,4.81E-3,1.644E-2,1.3390000000000001E-2,3.3169999999999998E-2,4.2500000000000003E-3,4.28E-3,3.2719999999999999E-2,1E-3,1E-3,1E-3,1E-3,4.0800000000000003E-3,1E-3,5.1599999999999997E-3,1E-3,1E-3,1E-3
07/07/23 12:00,1.7330000000000002E-2,3.6459999999999999E-2,2.0400000000000001E-3,8.1099999999999992E-3,7.2199999999999999E-3,6.2599999999999999E-3,2.1800000000000001E-3,1E-3,1E-3,4.5500000000000002E-3,1.1E-4,2.1900000000000001E-3,1E-3,4.9699999999999996E-3,4.6600000000000001E-3,1E-3,1E-3,4.9199999999999999E-3,7.45E-3,3.65E-3,2.64E-3,3.8300000000000001E-3,3.9300000000000003E-3,3.5200000000000001E-3,3.5899999999999999E-3,1.11E-2,4.13E-3,1E-3,2.2599999999999999E-3,2.8E-3,3.7200000000000002E-3,4.0099999999999997E-3,1E-3,1E-3,3.5300000000000002E-3,4.5700000000000003E-3,3.81E-3,1E-3,1E-3,3.6099999999999999E-3,4.3800000000000002E-3,7.77E-3,4.81E-3,1.644E-2,1.3390000000000001E-2,3.3169999999999998E-2,4.2500000000000003E-3,4.28E-3,3.2719999999999999E-2,1E-3,1E-3,1E-3,1E-3,4.0800000000000003E-3,1E-3,5.1599999999999997E-3,1E-3,1E-3,1E-3
07/08/23 12:00,1.7330000000000002E-2,3.6459999999999999E-2,2.0400000000000001E-3,8.1099999999999992E-3,7.2199999999999999E-3,6.2599999999999999E-3,2.1800000000000001E-3,1E-3,1E-3,4.5500000000000002E-3,1.1E-4,2.1900000000000001E-3,1E-3,4.9699999999999996E-3,4.6600000000000001E-3,1E-3,1E-3,4.9199999999999999E-3,7.45E-3,3.65E-3,2.64E-3,3.8300000000000001E-3,3.9300000000000003E-3,3.5200000000000001E-3,3.5899999999999999E-3,1.11E-2,4.13E-3,1E-3,2.2599999999999999E-3,2.8E-3,3.7200000000000002E-3,4.0099999999999997E-3,1E-3,1E-3,3.5300000000000002E-3,4.5700000000000003E-3,3.81E-3,1E-3,1E-3,3.6099999999999999E-3,4.3800000000000002E-3,7.77E-3,4.81E-3,1.644E-2,,3.3169999999999998E-2,4.2500000000000003E-3,4.28E-3,3.2719999999999999E-2,1E-3,1E-3,1E-3,1E-3,4.0800000000000003E-3,1E-3,5.1599999999999997E-3,1E-3,1E-3,1E-3
07/09/23 12:00,1.7330000000000002E-2,3.6459999999999999E-2,2.0400000000000001E-3,8.1099999999999992E-3,7.2199999999999999E-3,6.2599999999999999E-3,2.1800000000000001E-3,1E-3,1E-3,4.5500000000000002E-3,1.1E-4,2.1900000000000001E-3,1E-3,4.9699999999999996E-3,4.6600000000000001E-3,1E-3,1E-3,4.9199999999999999E-3,7.45E-3,3.65E-3,2.64E-3,3.8300000000000001E-3,3.9300000000000003E-3,3.5200000000000001E-3,3.5899999999999999E-3,1.11E-2,4.13E-3,1E-3,2.2599999999999999E-3,2.8E-3,3.7200000000000002E-3,4.0099999999999997E-3,1E-3,1E-3,3.5300000000000002E-3,4.5700000000000003E-3,3.81E-3,1E-3,1E-3,3.6099999999999999E-3,4.3800000000000002E-3,7.77E-3,4.81E-3,1.644E-2,,3.3169999999999998E-2,4.2500000000000003E-3,4.28E-3,3.2719999999999999E-2,1E-3,1E-3,1E-3,1E-3,4.0800000000000003E-3,1E-3,5.1599999999999997E-3,1E-3,1E-3,1E-3
07/10/23 12:00,3.1530000000000002E-2,5.2330000000000002E-2,1.57E-3,8.4499999999999992E-3,1.014E-2,5.4900000000000001E-3,5.9699999999999996E-3,1E-3,2.31E-3,3.5300000000000002E-3,4.0000000000000003E-5,1E-3,1E-3,4.2500000000000003E-3,1E-3,1E-3,1E-3,4.9800000000000001E-3,2.3900000000000002E-3,5.8500000000000002E-3,7.9500000000000005E-3,4.3899999999999998E-3,8.4700000000000001E-3,5.13E-3,3.82E-3,7.7200000000000003E-3,6.43E-3,2.0799999999999998E-3,3.1800000000000001E-3,2.8600000000000001E-3,3.5300000000000002E-3,6.2500000000000003E-3,1E-3,1E-3,3.5500000000000002E-3,4.6899999999999997E-3,4.1099999999999999E-3,5.3200000000000001E-3,1E-3,3.8E-3,3.1900000000000001E-3,6.4000000000000003E-3,9.0200000000000002E-3,3.6970000000000003E-2,,1.005E-2,5.1399999999999996E-3,4.5199999999999997E-3,3.4959999999999998E-2,5.5030000000000003E-2,1E-3,1E-3,1E-3,3.5000000000000001E-3,1E-3,2.9199999999999999E-3,1E-3,1E-3,1E-3
07/11/23 12:00,3.1530000000000002E-2,5.2330000000000002E-2,1.57E-3,8.4499999999999992E-3,1.014E-2,5.4900000000000001E-3,5.9699999999999996E-3,1E-3,2.31E-3,3.5300000000000002E-3,4.0000000000000003E-5,1E-3,1E-3,4.2500000000000003E-3,1E-3,1E-3,1E-3,4.9800000000000001E-3,2.3900000000000002E-3,5.8500000000000002E-3,7.9500000000000005E-3,4.3899999999999998E-3,8.4700000000000001E-3,5.13E-3,3.82E-3,7.7200000000000003E-3,6.43E-3,2.0799999999999998E-3,3.1800000000000001E-3,2.8600000000000001E-3,3.5300000000000002E-3,6.2500000000000003E-3,1E-3,1E-3,3.5500000000000002E-3,4.6899999999999997E-3,4.1099999999999999E-3,5.3200000000000001E-3,1E-3,3.8E-3,3.1900000000000001E-3,6.4000000000000003E-3,9.0200000000000002E-3,3.6970000000000003E-2,,1.005E-2,5.1399999999999996E-3,4.5199999999999997E-3,3.4959999999999998E-2,5.5030000000000003E-2,1E-3,1E-3,1E-3,3.5000000000000001E-3,1E-3,2.9199999999999999E-3,1E-3,1E-3,1E-3
07/12/23 12:00,3.1530000000000002E-2,5.2330000000000002E-2,1.57E-3,8.4499999999999992E-3,1.014E-2,5.4900000000000001E-3,5.9699999999999996E-3,1E-3,2.31E-3,3.5300000000000002E-3,4.0000000000000003E-5,1E-3,1E-3,4.2500000000000003E-3,1E-3,1E-3,1E-3,4.9800000000000001E-3,2.3900000000000002E-3,5.8500000000000002E-3,7.9500000000000005E-3,4.3899999999999998E-3,8.4700000000000001E-3,5.13E-3,3.82E-3,7.7200000000000003E-3,6.43E-3,2.0799999999999998E-3,3.1800000000000001E-3,2.8600000000000001E-3,3.5300000000000002E-3,6.2500000000000003E-3,1E-3,1E-3,3.5500000000000002E-3,4.6899999999999997E-3,4.1099999999999999E-3,5.3200000000000001E-3,1E-3,3.8E-3,3.1900000000000001E-3,6.4000000000000003E-3,9.0200000000000002E-3,3.6970000000000003E-2,,1.005E-2,5.1399999999999996E-3,4.5199999999999997E-3,3.4959999999999998E-2,,1E-3,1E-3,1E-3,3.5000000000000001E-3,1E-3,2.9199999999999999E-3,1E-3,1E-3,1E-3
07/13/23 12:00,3.1530000000000002E-2,5.2330000000000002E-2,1.57E-3,8.4499999999999992E-3,1.014E-2,5.4900000000000001E-3,5.9699999999999996E-3,1E-3,2.31E-3,3.5300000000000002E-3,4.0000000000000003E-5,1E-3,1E-3,4.2500000000000003E-3,1E-3,1E-3,1E-3,4.9800000000000001E-3,2.3900000000000002E-3,5.8500000000000002E-3,7.9500000000000005E-3,4.3899999999999998E-3,8.4700000000000001E-3,5.13E-3,3.82E-3,7.7200000000000003E-3,6.43E-3,2.0799999999999998E-3,3.1800000000000001E-3,2.8600000000000001E-3,3.5300000000000002E-3,6.2500000000000003E-3,1E-3,1E-3,3.5500000000000002E-3,4.6899999999999997E-3,4.1099999999999999E-3,5.3200000000000001E-3,1E-3,3.8E-3,3.1900000000000001E-3,6.4000000000000003E-3,9.0200000000000002E-3,3.6970000000000003E-2,,1.005E-2,5.1399999999999996E-3,4.5199999999999997E-3,3.4959999999999998E-2,,1E-3,1E-3,1E-3,3.5000000000000001E-3,1E-3,2.9199999999999999E-3,1E-3,1E-3,1E-3
07/14/23 12:00,3.1530000000000002E-2,5.2330000000000002E-2,1.57E-3,8.4499999999999992E-3,1.014E-2,5.4900000000000001E-3,5.9699999999999996E-3,1E-3,2.31E-3,3.5300000000000002E-3,4.0000000000000003E-5,1E-3,1E-3,4.2500000000000003E-3,1E-3,1E-3,1E-3,4.9800000000000001E-3,2.3900000000000002E-3,5.8500000000000002E-3,7.9500000000000005E-3,4.3899999999999998E-3,8.4700000000000001E-3,5.13E-3,3.82E-3,7.7200000000000003E-3,6.43E-3,2.0799999999999998E-3,3.1800000000000001E-3,2.8600000000000001E-3,3.5300000000000002E-3,6.2500000000000003E-3,1E-3,1E-3,3.5500000000000002E-3,4.6899999999999997E-3,4.1099999999999999E-3,5.3200000000000001E-3,1E-3,3.8E-3,3.1900000000000001E-3,6.4000000000000003E-3,9.0200000000000002E-3,3.6970000000000003E-2,,1.005E-2,5.1399999999999996E-3,4.5199999999999997E-3,3.4959999999999998E-2,,1E-3,1E-3,1E-3,3.5000000000000001E-3,1E-3,2.9199999999999999E-3,1E-3,1E-3,1E-3
07/15/23 12:00,3.1530000000000002E-2,5.2330000000000002E-2,,8.4499999999999992E-3,1.014E-2,5.4900000000000001E-3,5.9699999999999996E-3,1E-3,2.31E-3,3.5300000000000002E-3,4.0000000000000003E-5,1E-3,1E-3,4.2500000000000003E-3,1E-3,1E-3,1E-3,4.9800000000000001E-3,2.3900000000000002E-3,5.8500000000000002E-3,7.9500000000000005E-3,4.3899999999999998E-3,8.4700000000000001E-3,5.13E-3,3.82E-3,7.7200000000000003E-3,6.43E-3,2.0799999999999998E-3,3.1800000000000001E-3,2.8600000000000001E-3,3.5300000000000002E-3,6.2500000000000003E-3,1E-3,1E-3,3.5500000000000002E-3,4.6899999999999997E-3,4.1099999999999999E-3,5.3200000000000001E-3,1E-3,3.8E-3,3.1900000000000001E-3,6.4000000000000003E-3,9.0200000000000002E-3,3.6970000000000003E-2,,1.005E-2,5.1399999999999996E-3,4.5199999999999997E-3,3.4959999999999998E-2,5.5030000000000003E-2,1E-3,1E-3,1E-3,3.5000000000000001E-3,1E-3,2.9199999999999999E-3,1E-3,1E-3,
07/16/23 12:00,3.1530000000000002E-2,5.2330000000000002E-2,,8.4499999999999992E-3,1.014E-2,5.4900000000000001E-3,5.9699999999999996E-3,1E-3,2.31E-3,3.5300000000000002E-3,4.0000000000000003E-5,1E-3,1E-3,4.2500000000000003E-3,1E-3,1E-3,1E-3,4.9800000000000001E-3,2.3900000000000002E-3,5.8500000000000002E-3,7.9500000000000005E-3,4.3899999999999998E-3,8.4700000000000001E-3,5.13E-3,3.82E-3,7.7200000000000003E-3,6.43E-3,2.0799999999999998E-3,3.1800000000000001E-3,2.8600000000000001E-3,3.5300000000000002E-3,6.2500000000000003E-3,1E-3,1E-3,3.5500000000000002E-3,4.6899999999999997E-3,4.1099999999999999E-3,5.3200000000000001E-3,1E-3,3.8E-3,3.1900000000000001E-3,6.4000000000000003E-3,9.0200000000000002E-3,3.6970000000000003E-2,,1.005E-2,5.1399999999999996E-3,4.5199999999999997E-3,3.4959999999999998E-2,5.5030000000000003E-2,1E-3,1E-3,1E-3,3.5000000000000001E-3,1E-3,2.9199999999999999E-3,1E-3,1E-3,
07/17/23 12:00,4.3220000000000001E-2,2.7050000000000001E-2,,7.0200000000000002E-3,7.11E-3,7.3200000000000001E-3,3.9300000000000003E-3,1E-3,1E-3,5.0600000000000003E-3,9.2000000000000003E-4,1E-3,1E-3,3.7599999999999999E-3,6.28E-3,1E-3,1E-3,1E-3,1E-3,1E-3,1E-3,3.13E-3,6.6400000000000001E-3,5.0200000000000002E-3,3.7000000000000002E-3,7.0899999999999999E-3,4.4799999999999996E-3,1E-3,2.5500000000000002E-3,2.14E-3,4.7800000000000004E-3,4.4000000000000003E-3,1E-3,1E-3,3.81E-3,3.9100000000000003E-3,2.5300000000000001E-3,,1E-3,3.7799999999999999E-3,4.62E-3,5.8500000000000002E-3,2.0840000000000001E-2,1.468E-2,,3.6470000000000002E-2,7.4599999999999996E-3,3.7299999999999998E-3,1.917E-2,8.3000000000000001E-3,1E-3,1E-3,0,3.31E-3,,2.0999999999999999E-3,1E-3,1E-3,
