Nr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
04/07/23 12:00,9.14,3.5,2.71,9.39,1.67,2.71,2.4300000000000002,1.1299999999999999,0.5,0.5,0.22,0.5,0.5,0.5,1.22,0.5,0.5,0.5,2.12,0.5,1.97,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.32,1.36,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.1200000000000001,0.5,0.5,0.5,0.5,0.27,3.43,2.14,0.5,0.5,0.5,0.5
04/08/23 12:00,9.14,3.5,2.71,9.39,1.67,2.71,2.4300000000000002,1.1299999999999999,0.5,0.5,0.22,0.5,0.5,0.5,1.22,0.5,0.5,0.5,2.12,0.5,1.97,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.32,1.36,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.1200000000000001,0.5,0.5,0.5,0.5,0.27,3.43,2.14,0.5,0.5,0.5,0.5
04/09/23 12:00,9.14,3.5,2.71,9.39,1.67,2.71,2.4300000000000002,1.1299999999999999,0.5,0.5,0.22,0.5,0.5,0.5,1.22,0.5,0.5,0.5,2.12,0.5,1.97,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.32,1.36,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.1200000000000001,0.5,0.5,0.5,0.5,0.27,3.43,2.14,0.5,0.5,0.5,0.5
04/10/23 12:00,8.35,5.96,1.1499999999999999,3.6,1.1299999999999999,1.71,2.2799999999999998,1.02,0.5,0.5,0.23,0.5,0.5,0.5,,0.5,0.5,0.5,2.7,0.5,3.02,0.5,1.27,0.5,0.5,1.1100000000000001,0.5,0.5,0.5,0.5,1.55,1.31,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.02,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,3.01,1.52,0.5,0.5,0.5,0.5
04/11/23 12:00,8.35,5.96,1.1499999999999999,3.6,1.1299999999999999,1.71,2.2799999999999998,1.02,0.5,0.5,0.23,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.7,0.5,3.02,0.5,1.27,0.5,0.5,1.1100000000000001,0.5,0.5,0.5,0.5,1.55,1.31,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.02,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,3.01,1.52,0.5,0.5,0.5,0.5
04/12/23 12:00,8.35,5.96,1.1499999999999999,3.6,1.1299999999999999,1.71,2.2799999999999998,1.02,0.5,0.5,0.23,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.7,0.5,3.02,0.5,1.27,0.5,0.5,1.1100000000000001,0.5,0.5,0.5,0.5,1.55,1.31,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.02,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.39,3.01,1.52,0.5,0.5,0.5,0.5
04/13/23 12:00,8.35,5.96,1.1499999999999999,3.6,1.1299999999999999,1.71,2.2799999999999998,1.02,0.5,0.5,0.23,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.7,0.5,3.02,0.5,1.27,0.5,0.5,1.1100000000000001,0.5,0.5,0.5,0.5,1.55,1.31,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.02,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.39,3.01,1.52,0.5,0.5,0.5,0.5
04/14/23 12:00,8.35,5.96,1.1499999999999999,3.6,1.1299999999999999,1.71,2.2799999999999998,1.02,0.5,0.5,0.23,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.7,0.5,3.02,0.5,1.27,0.5,0.5,1.1100000000000001,0.5,0.5,0.5,0.5,1.55,1.31,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.02,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,0.39,3.01,1.52,0.5,0.5,0.5,0.5
04/15/23 12:00,8.35,5.96,1.1499999999999999,3.6,1.1299999999999999,1.71,2.2799999999999998,1.02,0.5,0.5,0.23,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.7,0.5,3.02,0.5,1.27,0.5,0.5,1.1100000000000001,0.5,0.5,0.5,0.5,1.55,1.31,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.02,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,0.39,3.01,1.52,0.5,0.5,0.5,0.5
04/16/23 12:00,8.35,5.96,1.1499999999999999,3.6,1.1299999999999999,1.71,2.2799999999999998,1.02,0.5,0.5,0.23,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.7,0.5,3.02,0.5,1.27,0.5,0.5,1.1100000000000001,0.5,0.5,0.5,0.5,1.55,1.31,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.02,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.39,3.01,1.52,0.5,0.5,0.5,0.5
04/17/23 12:00,2.4900000000000002,2.2799999999999998,3.84,1.54,1.33,0.5,0.5,0.5,0.5,0.5,0.23,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3.63,1.84,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.57,1.02,0.5,0.5,0.5,0.5,0.19,1.27,0.5,0.5,0.5,0.5,0.5
04/18/23 12:00,2.4900000000000002,2.2799999999999998,3.84,1.54,1.33,0.5,0.5,0.5,0.5,0.5,0.23,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3.63,1.84,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.1399999999999999,1.57,1.02,,0.5,0.5,0.5,0.19,1.27,0.5,0.5,0.5,0.5,0.5
04/19/23 12:00,2.4900000000000002,2.2799999999999998,3.84,1.54,1.33,0.5,0.5,0.5,0.5,0.5,0.23,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3.63,1.84,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.1399999999999999,1.57,1.02,0.5,0.5,0.5,0.5,0.19,1.27,0.5,0.5,0.5,0.5,0.5
04/20/23 12:00,2.4900000000000002,2.2799999999999998,3.84,1.54,1.33,0.5,0.5,0.5,0.5,0.5,0.23,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3.63,1.84,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.1399999999999999,1.57,1.02,0.5,0.5,0.5,0.5,0.19,1.27,0.5,0.5,0.5,0.5,0.5
04/21/23 12:00,2.4900000000000002,2.2799999999999998,3.84,1.54,1.33,0.5,0.5,0.5,0.5,0.5,0.23,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3.63,1.84,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.1399999999999999,1.57,1.02,0.5,0.5,0.5,0.5,0.19,1.27,0.5,0.5,0.5,0.5,0.5
04/22/23 12:00,2.4900000000000002,2.2799999999999998,3.84,1.54,1.33,0.5,0.5,0.5,0.5,0.5,0.23,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3.63,1.84,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.1399999999999999,1.57,1.02,0.5,0.5,0.5,0.5,0.19,1.27,0.5,0.5,0.5,0.5,0.5
04/23/23 12:00,2.4900000000000002,2.2799999999999998,3.84,1.54,1.33,0.5,0.5,0.5,0.5,0.5,0.23,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3.63,1.84,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.1399999999999999,1.57,1.02,0.5,0.5,0.5,0.5,0.19,1.27,0.5,0.5,0.5,0.5,0.5
04/24/23 12:00,2.8,2.46,0.8,1.77,0.5,1.04,0.5,0.5,0.5,0.5,0.14000000000000001,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.24,0.5,1.68,0.5,0.5,0.5,0.5,0.5,1.17,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.21,0.5,0.5,1.22,1.1399999999999999,0.5,1.02,0.5,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.5
04/25/23 12:00,2.8,2.46,0.8,1.77,0.5,1.04,0.5,0.5,0.5,0.5,0.14000000000000001,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.24,0.5,1.68,0.5,0.5,0.5,0.5,0.5,1.17,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.21,0.5,0.5,1.22,0.5,0.5,1.02,0.5,0.5,0.5,0.5,0.49,0.5,0.5,,0.5,0.5,0.5
04/26/23 12:00,2.8,2.46,0.8,1.77,0.5,1.04,0.5,0.5,0.5,0.5,0.14000000000000001,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.24,0.5,1.68,0.5,0.5,0.5,0.5,0.5,1.17,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.21,0.5,0.5,1.22,0.5,0.5,1.02,,0.5,0.5,0.5,0.49,0.5,0.5,,0.5,0.5,0.5
04/27/23 12:00,2.8,2.46,0.8,1.77,0.5,1.04,0.5,0.5,0.5,0.5,0.14000000000000001,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.24,0.5,1.68,0.5,0.5,0.5,0.5,0.5,1.17,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.21,0.5,0.5,1.22,0.5,0.5,1.02,,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.5
04/28/23 12:00,2.8,2.46,0.8,1.77,0.5,1.04,0.5,0.5,0.5,0.5,0.14000000000000001,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.24,0.5,1.68,0.5,0.5,0.5,0.5,0.5,1.17,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.21,0.5,0.5,1.22,0.5,0.5,1.02,,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.5
04/29/23 12:00,2.8,2.46,0.8,1.77,0.5,1.04,0.5,0.5,0.5,0.5,0.14000000000000001,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.24,0.5,1.68,0.5,0.5,0.5,0.5,0.5,1.17,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.21,0.5,0.5,1.22,0.5,0.5,1.02,0.5,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.5
04/30/23 12:00,2.8,2.46,0.8,1.77,0.5,1.04,0.5,0.5,0.5,0.5,0.14000000000000001,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.24,0.5,1.68,0.5,0.5,0.5,0.5,0.5,1.17,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.21,0.5,0.5,1.22,0.5,0.5,1.02,0.5,0.5,0.5,0.5,0.49,0.5,0.5,0.5,0.5,0.5,0.5
05/01/23 12:00,3.28,1.74,1.59,2.64,0.5,1.0900000000000001,0.5,0.5,0.5,0.5,0.04,0.5,0.5,0.5,0.5,0.5,0.5,7.97,0.5,2.41,2.4900000000000002,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.21,0.5,0.5,0.5,0.5,1.44,0.5,0.5,0.5,0.5,0.5,0.27,2.38,1.68,0.5,0.5,0.5,0.5
05/02/23 12:00,3.28,1.74,1.59,2.64,0.5,1.0900000000000001,0.5,0.5,0.5,0.5,0.04,0.5,0.5,0.5,0.5,0.5,0.5,7.97,0.5,2.41,2.4900000000000002,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.21,0.5,1.92,0.5,1.18,1.44,0.5,0.5,0.5,0.5,0.5,0.27,2.38,1.68,0.5,0.5,0.5,0.5
05/03/23 12:00,3.28,1.74,1.59,2.64,0.5,1.0900000000000001,0.5,0.5,0.5,0.5,0.04,0.5,0.5,0.5,0.5,0.5,0.5,7.97,0.5,2.41,2.4900000000000002,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.21,0.5,1.92,0.5,1.18,1.44,0.5,0.5,0.5,0.5,0.5,0.27,2.38,1.68,0.5,0.5,0.5,0.5
05/04/23 12:00,3.28,1.74,1.59,2.64,0.5,1.0900000000000001,0.5,0.5,0.5,0.5,0.04,0.5,0.5,0.5,0.5,0.5,0.5,7.97,0.5,2.41,2.4900000000000002,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.21,0.5,1.92,0.5,1.18,1.44,0.5,0.5,0.5,0.5,0.5,0.27,2.38,1.68,0.5,0.5,0.5,0.5
05/05/23 12:00,3.28,1.74,1.59,2.64,0.5,1.0900000000000001,0.5,0.5,0.5,0.5,0.04,0.5,0.5,0.5,0.5,0.5,0.5,7.97,0.5,2.41,2.4900000000000002,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.21,0.5,1.92,0.5,1.18,1.44,0.5,0.5,0.5,0.5,0.5,0.27,2.38,1.68,0.5,0.5,0.5,0.5
05/06/23 12:00,3.28,1.74,1.59,2.64,0.5,1.0900000000000001,0.5,0.5,0.5,0.5,0.04,0.5,0.5,0.5,0.5,0.5,0.5,7.97,0.5,2.41,2.4900000000000002,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.21,0.5,1.92,0.5,1.18,1.44,0.5,0.5,0.5,0.5,0.5,0.27,2.38,1.68,0.5,0.5,0.5,0.5
05/07/23 12:00,3.28,1.74,1.59,2.64,0.5,1.0900000000000001,0.5,0.5,0.5,0.5,0.04,0.5,0.5,0.5,0.5,0.5,0.5,7.97,0.5,2.41,2.4900000000000002,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.21,0.5,1.92,0.5,1.18,1.44,0.5,0.5,0.5,0.5,0.5,0.27,2.38,1.68,0.5,0.5,0.5,0.5
05/08/23 12:00,0.5,0.5,1.55,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.02,0.5,0.5,0.5,0.5,0.5,0.5,3.68,0.5,4.5999999999999996,7.4,0.5,1.46,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.59,1.78,1.47,1.18,1.55,1.22,1.88,0.5,0.5,0.5,0.23,4.2300000000000004,,0.5,0.5,0.5,0.5
05/09/23 12:00,0.5,0.5,1.55,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.02,0.5,0.5,0.5,0.5,0.5,0.5,3.68,0.5,4.5999999999999996,7.4,0.5,1.46,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.59,1.78,1.47,2.29,1.55,1.22,1.88,0.5,0.5,0.5,0.23,4.2300000000000004,,0.5,0.5,0.5,0.5
05/10/23 12:00,0.5,0.5,1.55,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.02,0.5,0.5,0.5,0.5,0.5,0.5,3.68,0.5,4.5999999999999996,7.4,0.5,1.46,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.59,1.78,1.47,2.29,1.55,1.22,1.88,0.5,0.5,0.5,0.23,4.2300000000000004,,0.5,0.5,0.5,0.5
05/11/23 12:00,0.5,0.5,1.55,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.02,0.5,0.5,0.5,0.5,0.5,0.5,3.68,0.5,4.5999999999999996,7.4,0.5,1.46,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.59,1.78,1.47,2.29,1.55,1.22,1.88,0.5,0.5,0.5,0.23,4.2300000000000004,,0.5,0.5,0.5,0.5
05/12/23 12:00,0.5,0.5,1.55,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.02,0.5,0.5,0.5,0.5,0.5,0.5,3.68,0.5,4.5999999999999996,7.4,0.5,1.46,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.59,1.78,,2.29,1.55,1.22,1.88,0.5,0.5,0.5,0.23,4.2300000000000004,,0.5,0.5,0.5,0.5
05/13/23 12:00,0.5,0.5,1.55,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.02,0.5,0.5,0.5,0.5,0.5,0.5,3.68,0.5,4.5999999999999996,7.4,0.5,1.46,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.59,1.78,,2.29,1.55,1.22,1.88,0.5,0.5,0.5,0.23,4.2300000000000004,,0.5,0.5,0.5,0.5
05/14/23 12:00,0.5,0.5,1.55,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.02,0.5,0.5,0.5,0.5,0.5,0.5,3.68,0.5,4.5999999999999996,7.4,0.5,1.46,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.59,1.78,,2.29,1.55,1.22,1.88,0.5,0.5,0.5,0.23,4.2300000000000004,,0.5,0.5,0.5,0.5
05/15/23 12:00,6.44,2.17,1.82,2.9,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,4.8499999999999996,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.63,0.5,1.1399999999999999,,2.29,0.5,1.93,1.59,0.5,0.5,0.5,0.1,1.1499999999999999,,0.5,0.5,0.5,0.5
05/16/23 12:00,6.44,2.17,1.82,2.9,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,4.8499999999999996,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.63,0.5,1.1399999999999999,1.38,4.6100000000000003,0.5,1.93,1.59,0.5,0.5,0.5,0.1,1.1499999999999999,,0.5,0.5,0.5,0.5
05/17/23 12:00,6.44,2.17,1.82,2.9,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,4.8499999999999996,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,0.5,1.1399999999999999,1.38,4.6100000000000003,0.5,1.93,1.59,0.5,0.5,0.5,0.1,1.1499999999999999,,0.5,0.5,0.5,0.5
05/18/23 12:00,6.44,2.17,1.82,2.9,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,4.8499999999999996,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,0.5,1.1399999999999999,1.38,4.6100000000000003,0.5,1.93,1.59,0.5,0.5,0.5,0.1,1.1499999999999999,,0.5,0.5,0.5,0.5
05/19/23 12:00,6.44,2.17,1.82,2.9,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,4.8499999999999996,0.5,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.63,0.5,1.1399999999999999,1.38,4.6100000000000003,0.5,1.93,1.59,0.5,0.5,0.5,0.1,1.1499999999999999,,0.5,0.5,0.5,0.5
05/20/23 12:00,6.44,2.17,1.82,2.9,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,4.8499999999999996,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.63,0.5,1.1399999999999999,1.38,4.6100000000000003,0.5,1.93,1.59,0.5,0.5,0.5,0.1,1.1499999999999999,,0.5,0.5,0.5,0.5
05/21/23 12:00,6.44,2.17,1.82,2.9,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,4.8499999999999996,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.63,0.5,1.1399999999999999,1.38,4.6100000000000003,0.5,1.93,1.59,0.5,0.5,0.5,0.1,1.1499999999999999,,0.5,0.5,0.5,0.5
05/22/23 12:00,8.42,5.49,1.55,4.59,2.0099999999999998,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,2.4500000000000002,0.5,2.42,5.74,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.02,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.3,1.5,3.24,2.58,4.6100000000000003,1.99,0.5,,0.5,0.5,0.5,7.0000000000000007E-2,0.5,,0.5,0.5,0.5,0.5
05/23/23 12:00,8.42,5.49,1.55,4.59,2.0099999999999998,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,2.4500000000000002,0.5,2.42,5.74,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.02,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.3,1.5,3.24,2.58,0.5,1.99,0.5,,0.5,0.5,0.5,7.0000000000000007E-2,0.5,,0.5,0.5,0.5,0.5
05/24/23 12:00,8.42,5.49,1.55,4.59,2.0099999999999998,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,2.4500000000000002,0.5,2.42,5.74,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.02,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.3,1.5,3.24,2.58,0.5,1.99,0.5,,0.5,0.5,0.5,7.0000000000000007E-2,0.5,,0.5,0.5,0.5,0.5
05/25/23 12:00,8.42,5.49,1.55,4.59,2.0099999999999998,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,2.4500000000000002,0.5,2.42,5.74,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.02,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.3,1.5,3.24,2.58,0.5,1.99,0.5,,0.5,0.5,0.5,7.0000000000000007E-2,0.5,,0.5,0.5,0.5,0.5
05/26/23 12:00,8.42,5.49,1.55,4.59,2.0099999999999998,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,2.4500000000000002,0.5,2.42,5.74,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.02,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.3,1.5,3.24,2.58,0.5,1.99,0.5,,0.5,0.5,0.5,7.0000000000000007E-2,0.5,,0.5,0.5,0.5,0.5
05/27/23 12:00,8.42,5.49,1.55,4.59,2.0099999999999998,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,2.4500000000000002,0.5,2.42,5.74,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.02,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.3,1.5,3.24,2.58,0.5,1.99,0.5,,0.5,0.5,0.5,7.0000000000000007E-2,0.5,,0.5,0.5,0.5,0.5
05/28/23 12:00,8.42,5.49,1.55,4.59,2.0099999999999998,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,2.4500000000000002,0.5,2.42,5.74,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.02,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.3,1.5,3.24,2.58,0.5,1.99,0.5,,0.5,0.5,0.5,7.0000000000000007E-2,0.5,,0.5,0.5,0.5,0.5
05/29/23 12:00,9.2200000000000006,14.49,1.92,8.6,3.11,0.5,0.5,0.5,0.5,0.5,4.0000000000000001E-3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.62,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,7.0000000000000007E-2,1.01,,0.5,0.5,0.5,0.5
05/30/23 12:00,9.2200000000000006,14.49,1.92,8.6,3.11,0.5,0.5,0.5,0.5,0.5,4.0000000000000001E-3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.62,0.5,1.21,0.5,0.5,,0.5,0.5,0.5,7.0000000000000007E-2,1.01,0.5,0.5,0.5,0.5,0.5
